la_code,la_name,LSOA21CD,easting,northing,dist_state_ASD_km,dist_state_SEMH_km,dist_state_MLD_km,dist_state_SLD_km,dist_state_SLCN_km
E06000004,Stockton-on-Tees,E01012290,445195.8925000001,515878.1667999998,4.630214975309294,1.1639642127566239,98.59025047390101,8.563455778643238,38.77834347504752
E06000018,Nottingham,E01013879,454470.1686000005,346726.4777000006,5.404134505767872,5.416086585370627,12.419094227246896,16.45890953973033,8.11549396218335
E10000003,Cambridgeshire,E01017962,548805.8992999997,257299.4138999991,28.687197889596437,10.457644731079212,12.671049768722362,41.44481698880875,23.161051572030228
E06000047,County Durham,E01020753,442755.35589999985,543621.8949999996,7.6748097453088695,20.622838451650527,125.39005207808064,9.908609085148921,16.379402040938402
E06000010,Kingston upon Hull,E01012850,508643.8054999998,429610.31939999945,26.796170048087415,4.067631710546422,59.68385700592578,4.1134061506312705,62.29080563052633
E08000037,Gateshead,E01008178,418284.0274,562729.4516000003,3.7658552328378385,5.989832770478105,143.06626957908972,7.933443658682774,8.664940922469972
E10000015,Hertfordshire,E01023740,514885.4138000002,206620.27490000057,1.3025956751049128,2.1112720652246977,20.077522731602723,18.53564085844924,6.580019054562707
E10000003,Cambridgeshire,E01018267,538288.5218000002,244543.08830000088,17.927443949830046,23.514116638654105,17.562092662153354,34.571804897793236,25.559317151549962
E10000020,Norfolk,E01026464,594837.8328,301521.0462999996,28.51039102029478,26.27969761667941,45.927517826055876,59.528279765053256,60.779381255544656
E06000042,Milton Keynes,E01016765,485390.03220000025,241519.68510000035,4.840519406592772,0.4402771731524124,7.408701021623415,19.895136015031024,6.5354211044740245
E06000018,Nottingham,E01013935,458459.7131000003,343104.4623000007,2.4144842137475933,6.299420478920131,9.027782781295011,21.78347363061331,11.610977392348948
E06000056,Central Bedfordshire,E01017439,513776.4409999997,238730.93500000052,11.724419824567773,17.414043354451795,21.383410857501556,13.956735690579292,17.288716532603395
E06000056,Central Bedfordshire,E01017425,523651.8356999997,244436.79659999907,11.03190491052864,17.02235603326971,32.146595628034845,20.13639576513042,21.63318084664219
E10000017,Lancashire,E01025315,368869.39240000024,438988.2958000004,7.2501266447614725,17.55039757965297,15.949189835521036,28.734782108996292,20.019497814357937
