la_code,la_name,region,intervention_status,n_requests,n_requests_refused,n_ehcp_active,n_plans_issued,refusal_rate_pct,timeliness_pct,n_tribunal_appeals,n_total_appealable_decisions,la_official_appeal_rate_pct,dsg_deficit_per_pupil,imd_average_score,flag_high_refusal,flag_low_timeliness,is_small_la,dsg_financial_stress_per_pupil,dsg_balance_2324,dsg_deficit_per_pupil,n_timely_plans,throughput_stress,throughput_stress_z
E09000013,Hammersmith and Fulham,London,Safety Valve,320.0,104.0,1700.0,172.0,32.5,84.9,1186.0,,3.0,,22.27,False,False,False,-21.469485589619932,2243733.0,-21.469485589619932,146.02800000000002,2.1913605609883033,-0.48586751414861834
E06000055,Bedford,East of England,,473.0,153.0,1899.0,355.0,32.346723044397464,73.0,1476.0,,1.8,,18.932,False,False,False,8.299313315352013,-1206189.0,8.299313315352013,259.15,1.8251977619139497,-0.525617252499744
E09000014,Haringey,London,Safety Valve,553.0,176.0,2833.0,219.0,31.82640144665461,82.6,1487.0,,8.3,,27.956,False,False,False,-58.23547879733717,9552715.0,-58.23547879733717,180.89399999999998,3.0570389288754742,-0.39189158675584934
E06000056,Central Bedfordshire,East of England,Delivering Better Value,944.0,300.0,3541.0,649.0,31.779661016949152,42.5,4894.0,,2.9,,12.152,False,False,False,-113.79511962203458,22640677.0,-113.79511962203458,275.825,3.4224598930481287,-0.3522223801881731
E08000018,Rotherham,Yorkshire and The Humber,Safety Valve,959.0,304.0,3310.0,535.0,31.69968717413973,79.3,2125.0,,4.6,,29.55,False,False,False,-5.372900729798646,977696.0,-5.372900729798646,424.255,2.260432994307669,-0.47836917964095904
E06000047,County Durham,North East,Delivering Better Value,1009.0,316.0,4501.0,920.0,31.318136769078297,16.6,3124.0,,11.0,,26.793,False,False,False,-29.864810868407034,8969000.0,-29.864810868407034,152.72000000000003,6.6068622315348335,-0.0065314468668562255
E06000002,Middlesbrough,North East,Delivering Better Value,436.0,135.0,1872.0,306.0,30.963302752293576,98.0,1442.0,,1.6,,40.46,False,False,False,-138.04170207834352,14293390.0,-138.04170207834352,299.88,1.4539148992930506,-0.5659228124330479
E09000018,Hounslow,London,Safety Valve,699.0,214.0,3100.0,398.0,30.61516452074392,77.9,2525.0,,3.9,,21.487,False,False,False,-57.99421664690341,11150896.0,-57.99421664690341,310.04200000000003,2.2545332567845646,-0.47900964072405255
E10000032,West Sussex,South East,Delivering Better Value,2448.0,744.0,7684.0,1495.0,30.392156862745097,11.4,4154.0,,8.4,710.0,14.5,False,False,False,-134.77971750030574,70534000.0,-134.77971750030574,170.43,14.363668368245026,0.8355284651561169
E10000007,Derbyshire,East Midlands,,2713.0,805.0,6354.0,1253.0,29.67194987099152,35.7,3810.0,,14.1,610.0,22.1,False,False,False,-37.878031061676296,16945419.0,-37.878031061676296,447.3210000000001,6.064995830734527,-0.06535513869881811
E08000011,Knowsley,North West,,674.0,199.0,2275.0,449.0,29.52522255192878,55.2,1297.0,,5.2,,43.006,False,False,False,-148.86696445017498,12931180.0,-148.86696445017498,247.84800000000004,2.719408669829895,-0.428543902311694
E08000034,Kirklees,Yorkshire and The Humber,Safety Valve,771.0,227.0,4125.0,785.0,29.442282749675748,22.9,1984.0,,4.6,340.0,25.151,False,False,False,-160.3226600804439,43686001.0,-160.3226600804439,179.765,4.288932773342976,-0.25816020247068044
E08000032,Bradford,Yorkshire and The Humber,,2331.0,671.0,6474.0,1337.0,28.78592878592879,88.9,3522.0,,7.9,460.0,34.666,False,False,False,88.76165870074132,-36399381.0,88.76165870074132,1188.593,1.9611422917685026,-0.5108594466668036
E06000043,Brighton and Hove,South East,,466.0,134.0,2489.0,302.0,28.75536480686695,98.0,1552.0,,5.1,,20.761,False,False,False,9.199525129182183,-1274723.0,9.199525129182183,295.96,1.5745370996080552,-0.5528283612381714
E06000038,Reading,South East,Delivering Better Value,515.0,148.0,1954.0,304.0,28.7378640776699,61.5,,,,,19.619,False,False,False,-85.46871819107169,9404294.0,-85.46871819107169,186.96,2.7545999144201967,-0.42472362682698833
E10000013,Gloucestershire,South West,Delivering Better Value,1625.0,457.0,5876.0,910.0,28.123076923076923,26.3,4898.0,,5.5,520.0,16.2,False,False,False,-112.53492330548914,45750848.0,-112.53492330548914,239.33,6.789788158609451,0.013326544598236885
E06000057,Northumberland,North East,,1021.0,285.0,3310.0,743.0,27.91380999020568,46.8,2575.0,,2.3,,22.079,False,False,False,6.381174708745347,-1159000.0,6.381174708745347,347.724,2.9362367854965434,-0.40500557212985944
E06000020,Telford and Wrekin,West Midlands,,487.0,135.0,2124.0,334.0,27.720739219712527,83.5,1399.0,,7.3,,24.988,False,False,False,-13.558122582564712,1822754.0,-13.558122582564712,278.89,1.7462081824375202,-0.5341921681508993
E09000006,Bromley,London,,1062.0,290.0,4071.0,719.0,27.30696798493409,45.3,2954.0,,7.2,,14.163,False,False,False,-69.66255410883606,16221901.0,-69.66255410883606,325.707,3.260599250246387,-0.36979357588849804
E08000009,Trafford,North West,,515.0,139.0,2939.0,380.0,26.990291262135923,53.4,1996.0,,2.2,,16.088,False,False,False,-53.30755182625864,9720099.0,-53.30755182625864,202.92,2.537945988566923,-0.44824304738850484
E06000013,North Lincolnshire,Yorkshire and The Humber,,416.0,112.0,1454.0,188.0,26.923076923076923,18.6,1003.0,,0.9,,22.096,False,False,False,71.31238773677335,-6987473.0,71.31238773677335,34.968,11.896591169068861,0.5677085953954888
E06000001,Hartlepool,North East,,232.0,62.0,859.0,122.0,26.72413793103448,74.6,672.0,,3.3,,35.037,False,False,False,-26.291399166059964,1588947.0,-26.291399166059964,91.01199999999999,2.5491144024963743,-0.44703063167446994
E09000027,Richmond upon Thames,London,Safety Valve,336.0,89.0,1842.0,260.0,26.488095238095237,94.2,1363.0,,3.0,-120.0,9.425,False,False,False,7.422471567831032,-1169544.0,7.422471567831032,244.92,1.3718765311121999,-0.5748286971329295
E08000007,Stockport,North West,Delivering Better Value,859.0,225.0,3115.0,575.0,26.193247962747375,7.8,2030.0,,3.9,,20.826,False,False,False,-124.0442509218942,23816000.0,-124.0442509218942,44.85,19.15273132664437,1.3554174326445536
E08000023,South Tyneside,North East,Delivering Better Value,338.0,86.0,1707.0,171.0,25.44378698224852,62.6,1409.0,,4.0,,31.509,False,False,False,-76.94695918101766,7095433.0,-76.94695918101766,107.046,3.1575210657100685,-0.3809834916182926
E08000010,Wigan,North West,,1020.0,259.0,2966.0,628.0,25.392156862745097,42.0,2099.0,,2.5,,25.713,False,False,False,-3.5805263373306593,699864.0,-3.5805263373306593,263.76,3.867151956323931,-0.30394769688686385
E09000004,Bexley,London,Safety Valve,796.0,201.0,3075.0,517.0,25.25125628140704,66.7,2078.0,,2.3,,16.273,False,False,False,-25.38016868957005,4441428.0,-25.38016868957005,344.839,2.3083235944890226,-0.4731702931579534
E08000026,Coventry,West Midlands,,1144.0,288.0,3062.0,686.0,25.174825174825177,61.8,2494.0,,4.9,310.0,25.613,False,False,False,55.693984850385796,-14205085.0,55.693984850385796,423.948,2.698444148810703,-0.43081975946396667
E10000023,North Yorkshire,Yorkshire and The Humber,Delivering Better Value,1234.0,306.0,4927.0,678.0,24.79740680713128,24.6,4130.0,,6.6,380.0,14.2,False,False,False,,-3014386.0,380.0,166.78799999999998,7.3986138091469416,0.07941916889403514
E09000012,Hackney,London,Delivering Better Value,622.0,153.0,3525.0,465.0,24.59807073954984,40.0,1835.0,,3.9,,32.526,False,False,False,-111.47546155643842,19080140.0,-111.47546155643842,186.0,3.3440860215053765,-0.3607304560911993
E09000033,Westminster,London,,208.0,51.0,1413.0,140.0,24.519230769230766,98.6,283.0,,14.1,,20.339,False,False,False,35.13358481180567,-4237813.0,35.13358481180567,138.04,1.5068096203998842,-0.5601806908153751
