la_code,la_name,region,intervention_status,n_requests,n_requests_refused,n_ehcp_active,n_plans_issued,refusal_rate_pct,timeliness_pct,n_tribunal_appeals,n_total_appealable_decisions,la_official_appeal_rate_pct,dsg_deficit_per_pupil,imd_average_score,flag_high_refusal,flag_low_timeliness,is_small_la,dsg_financial_stress_per_pupil,dsg_balance_2324,dsg_deficit_per_pupil,n_timely_plans,throughput_stress,throughput_stress_z
E10000024,Nottinghamshire,East Midlands,,1719.0,318.0,4275.0,1259.0,18.49912739965096,37.5,3788.0,,4.9,,22.9,False,False,False,37.73897908683308,-19460331.0,37.73897908683308,472.125,3.6409849086576647,-0.3284998386967562
E08000021,Newcastle upon Tyne,North East,,730.0,134.0,2769.0,476.0,18.356164383561644,8.8,2052.0,,2.1,,29.79,False,False,False,36.4919648950691,-6844141.0,36.4919648950691,41.888000000000005,17.427425515660808,1.1681224514622977
E06000054,Wiltshire,South West,Safety Valve,1146.0,210.0,5536.0,906.0,18.32460732984293,32.5,4097.0,,3.0,320.0,13.447,False,False,False,-94.65312252703772,28706399.0,-94.65312252703772,294.45,3.8920020376974023,-0.30125003280111634
E08000033,Calderdale,Yorkshire and The Humber,,597.0,109.0,2249.0,429.0,18.257956448911223,95.1,1663.0,,4.7,,26.351,False,False,False,-41.74828869859278,6123305.0,-41.74828869859278,407.9789999999999,1.463310611575596,-0.5649028368762797
E06000035,Medway,South East,Safety Valve,989.0,180.0,3175.0,377.0,18.20020222446916,11.7,1366.0,,9.3,430.0,23.936,False,False,False,-91.57543523051623,19378461.0,-91.57543523051623,44.108999999999995,22.421727992019772,1.7102917192948153
E06000064,Westmorland and Furness,North West,Delivering Better Value,509.0,91.0,2196.0,331.0,17.87819253438114,89.7,,,,,18.5,False,False,False,-0.0,0.0,-0.0,296.907,1.7143415278184753,-0.5376515342755709
E06000044,Portsmouth,South East,,516.0,92.0,2000.0,485.0,17.829457364341085,4.3,1262.0,,5.1,,26.899,False,True,False,95.12746934040437,-11479983.0,95.12746934040437,20.855,24.742268041237114,1.9622038742785526
E06000012,North East Lincolnshire,Yorkshire and The Humber,Delivering Better Value,502.0,89.0,1674.0,364.0,17.729083665338646,37.4,1313.0,,0.8,,31.335,False,False,False,-42.33630927402434,4035497.0,-42.33630927402434,136.136,3.687488981606629,-0.32345147022061393
E09000026,Redbridge,London,,694.0,122.0,3168.0,356.0,17.579250720461097,7.0,,,,,17.203,False,False,False,29.981096213470547,-7271735.0,29.981096213470547,24.92,27.84911717495987,2.2994758212761597
E10000034,Worcestershire,West Midlands,Delivering Better Value,1883.0,330.0,5945.0,1389.0,17.525225703664365,37.2,4263.0,,3.3,640.0,18.9,False,False,False,-121.71695768259714,43581487.0,-121.71695768259714,516.7080000000001,3.6442245910649724,-0.32814814669430054
E10000031,Warwickshire,West Midlands,Delivering Better Value,1750.0,306.0,6054.0,1122.0,17.485714285714284,21.2,3769.0,,5.9,490.0,16.1,False,False,False,-84.70726177481714,33214395.0,-84.70726177481714,237.86399999999998,7.357145259476003,0.07491744451518656
E10000018,Leicestershire,East Midlands,Delivering Better Value,1582.0,276.0,6377.0,772.0,17.44627054361568,4.3,4623.0,,4.2,,15.6,False,True,False,-74.55000931272117,32020720.0,-74.55000931272117,33.196,47.65634413784794,4.4496999599011335
E06000003,Redcar and Cleveland,North East,Delivering Better Value,237.0,41.0,1491.0,170.0,17.29957805907173,44.7,524.0,,7.8,,29.792,False,False,False,-71.6090027634839,6011719.0,-71.6090027634839,75.99000000000001,3.1188314251875244,-0.3851835444132734
E10000002,Buckinghamshire,South East,Delivering Better Value,1782.0,305.0,6697.0,730.0,17.115600448933783,32.1,4863.0,,4.8,,10.7,False,False,False,,,,234.33,7.60466009473819,0.10178704995999314
E06000023,"Bristol, City of",South West,Safety Valve,1605.0,271.0,4382.0,684.0,16.884735202492212,17.3,2908.0,,3.6,,26.363,False,False,False,-132.19450500904907,37105940.0,-132.19450500904907,118.33200000000001,13.563533110232227,0.7486677375455527
E09000021,Kingston upon Thames,London,Safety Valve,370.0,62.0,1782.0,277.0,16.756756756756758,93.5,1249.0,,6.2,-80.0,11.381,False,False,False,-37.8047600619195,4689000.0,-37.8047600619195,258.995,1.4285990077028514,-0.5686710437372103
E06000008,Blackburn with Darwen,North West,,349.0,55.0,1322.0,260.0,15.759312320916903,86.5,1175.0,,1.5,,36.013,False,False,False,36.111653045083045,-4383088.0,36.111653045083045,224.9,1.5518008003557135,-0.5552965583041708
E08000013,St. Helens,North West,,649.0,101.0,1595.0,597.0,15.56240369799692,28.8,1171.0,,7.0,,31.518,False,False,False,17.166605832755412,-1881254.0,17.166605832755412,171.93600000000004,3.7746603387306896,-0.31398836078908937
E08000022,North Tyneside,North East,Safety Valve,452.0,70.0,2167.0,230.0,15.486725663716811,39.1,1563.0,,5.3,,22.279,False,False,False,-66.34659380170548,8340563.0,-66.34659380170548,89.93,5.026131435560991,-0.1781317178456885
E08000035,Leeds,Yorkshire and The Humber,,2313.0,356.0,5508.0,717.0,15.391266753134458,9.3,3542.0,,3.6,420.0,27.301,False,False,False,11.78571767609645,-6455839.0,11.78571767609645,66.681,34.68754217843164,3.0418385225362647
E09000008,Croydon,London,Safety Valve,1174.0,178.0,4556.0,916.0,15.1618398637138,72.8,2791.0,,3.0,,22.477,False,False,False,-44.38230137921405,11443000.0,-44.38230137921405,666.8480000000001,1.7605211382503958,-0.5326383886571023
E10000025,Oxfordshire,South East,Delivering Better Value,1734.0,262.0,6420.0,962.0,15.109573241061131,38.6,4898.0,,8.1,780.0,14.4,False,False,False,-95.9384876602658,45824443.0,-95.9384876602658,371.33200000000005,4.669675654131612,-0.2168276860909134
E09000002,Barking and Dagenham,London,,639.0,95.0,2675.0,500.0,14.86697965571205,27.0,1109.0,,3.4,,32.768,False,False,False,42.933665428953844,-7955093.0,42.933665428953844,135.0,4.733333333333333,-0.20991716405343439
E09000015,Harrow,London,,538.0,76.0,2370.0,468.0,14.12639405204461,39.3,1497.0,,1.9,,15.031,False,False,False,-6.770715972043664,1158632.0,-6.770715972043664,183.92399999999998,2.925121245731933,-0.40621224795381466
E10000020,Norfolk,East of England,Safety Valve,2562.0,333.0,10736.0,1909.0,12.997658079625293,55.7,7621.0,,7.0,480.0,22.5,False,False,False,-164.492957178028,81512840.0,-164.492957178028,1063.313,2.409450462845841,-0.46219220754244555
E06000007,Warrington,North West,,582.0,75.0,2052.0,479.0,12.886597938144329,59.1,1445.0,,2.6,,18.942,False,False,False,5.489054224843525,-729649.0,5.489054224843525,283.089,2.0558905503216303,-0.5005738073385253
E06000027,Torbay,South West,Safety Valve,307.0,31.0,1535.0,218.0,10.09771986970684,28.9,1142.0,,3.4,,28.104,False,False,False,-68.62511883912934,5485892.0,-68.62511883912934,63.001999999999995,4.87286117901019,-0.19477036221454774
E09000011,Greenwich,London,,903.0,89.0,2738.0,680.0,9.856035437430789,32.9,1063.0,,9.5,,24.464,False,False,False,4.333130182939534,-831857.0,4.333130182939534,223.72,4.036295369211515,-0.28558590146937635
E10000029,Suffolk,East of England,Delivering Better Value,2784.0,267.0,7860.0,1366.0,9.590517241379311,25.4,4494.0,,6.2,590.0,18.5,False,False,False,-121.58468249402205,54101293.0,-121.58468249402205,346.964,8.023887204436194,0.14729732015216107
E06000046,Isle of Wight,South East,Safety Valve,74.0,7.0,1662.0,7.0,9.45945945945946,28.6,1388.0,,4.5,510.0,23.294,False,False,False,-96.87536001880915,6592562.0,-96.87536001880915,2.0020000000000002,36.963036963036956,3.2888606737107353
E08000028,Sandwell,West Midlands,,940.0,86.0,3625.0,474.0,9.148936170212766,22.8,796.0,,5.2,270.0,34.884,False,False,False,22.346610102914603,-5689000.0,22.346610102914603,108.072,8.697905100303501,0.22046705523292565
E08000015,Wirral,North West,Delivering Better Value,1443.0,125.0,4427.0,716.0,8.662508662508662,12.6,1097.0,,9.4,,29.589,False,False,False,-63.00319654637175,12988739.0,-63.00319654637175,90.21600000000001,15.994945464219207,1.0126159188982176
E10000003,Cambridgeshire,East of England,Safety Valve,1869.0,158.0,7318.0,729.0,8.453718566078116,7.7,2931.0,,5.8,880.0,15.4,False,False,False,-96.53909491826376,40015841.0,-96.53909491826376,56.133,33.29592218481107,2.890767657963318
E08000031,Wolverhampton,West Midlands,,576.0,48.0,2847.0,395.0,8.333333333333332,52.2,2036.0,,1.3,290.0,32.102,False,False,False,14.760040122277417,-3090162.0,14.760040122277417,206.19,2.793539938891314,-0.42049639296263547
E06000039,Slough,South East,Safety Valve,469.0,34.0,1927.0,312.0,7.249466950959488,7.4,366.0,,16.7,,22.965,False,False,False,-62.28004973551058,8665397.0,-62.28004973551058,23.088,20.313582813582812,1.4814366322655075
E09000007,Camden,London,,246.0,16.0,1532.0,181.0,6.504065040650407,96.1,1047.0,,5.1,,20.131,False,False,False,187.75934422372356,-22344113.0,187.75934422372356,173.94099999999997,1.4142726556706011,-0.5702262774918344
E08000014,Sefton,North West,Delivering Better Value,951.0,60.0,3116.0,869.0,6.309148264984227,52.9,1642.0,,4.3,,27.035,False,False,False,-213.58020931882686,36120685.0,-213.58020931882686,459.70099999999996,2.068735982736605,-0.4991793385973176
E06000017,Rutland,East Midlands,Delivering Better Value,75.0,4.0,340.0,70.0,5.333333333333334,74.3,279.0,,2.9,,8.381,False,False,False,-93.949263502455,2984956.0,-93.949263502455,52.01,1.4420303787733129,-0.5672129669279402
E06000045,Southampton,South East,Delivering Better Value,569.0,28.0,2505.0,336.0,4.92091388400703,93.5,1076.0,,7.2,,26.876,False,False,False,-49.52128400981267,7105710.0,-49.52128400981267,314.16,1.81117901706137,-0.5271390931709151
E08000036,Wakefield,Yorkshire and The Humber,,844.0,39.0,3415.0,457.0,4.62085308056872,86.0,2446.0,,2.9,290.0,27.306,False,False,False,15.805416373526434,-3684369.0,15.805416373526434,393.02,2.14747341102234,-0.49063179586301886
E08000008,Tameside,North West,Delivering Better Value,1052.0,29.0,3022.0,876.0,2.7566539923954374,29.9,1800.0,,2.9,,31.374,False,False,False,-52.72066292612881,7930453.0,-52.72066292612881,261.924,4.016432247522182,-0.28774219340286467
E06000004,Stockton-on-Tees,North East,Delivering Better Value,559.0,13.0,2080.0,402.0,2.3255813953488373,69.2,1326.0,,3.5,,25.79,False,False,False,-27.798582847773254,3797620.0,-27.798582847773254,278.184,2.0094613637017225,-0.5056140463378513
E06000016,Leicester,East Midlands,,883.0,1.0,3824.0,575.0,0.1132502831257078,51.8,2295.0,,4.2,410.0,30.877,False,False,False,-38.18949493350222,9648194.0,-38.18949493350222,297.85,2.9645794863186166,-0.40192875781477966
E06000026,Plymouth,South West,,1176.0,1.0,2800.0,403.0,0.0850340136054421,6.0,,,,,26.619,False,False,False,-26.748704272128013,4252616.0,-26.748704272128013,24.18,48.635235732009924,4.555966038378849
E09000031,Waltham Forest,London,,796.0,0.0,3295.0,463.0,0.0,50.8,,,,,25.209,False,False,False,-5.266610898661568,925491.0,-5.266610898661568,235.20399999999998,3.3842961854390237,-0.3563653389917591
E06000042,Milton Keynes,South East,,846.0,0.0,2768.0,348.0,0.0,39.7,1719.0,,6.7,,17.98,False,False,False,32.29915213042422,-6910339.0,32.29915213042422,138.156,6.123512551029271,-0.059002706592765346
