la_name_gias,state_cap_20km,indep_cap_20km,state_cap_40km,indep_cap_40km,state_cap_60km,indep_cap_60km,dist_state_ASD_km,dist_indep_ASD_km,dist_state_SEMH_km,dist_indep_SEMH_km,dist_state_SLD_km,dist_indep_SLD_km,dist_state_MLD_km,dist_indep_MLD_km,dist_state_SLCN_km,dist_indep_SLCN_km,lea_code,la_code,la_name,region,intervention_status,n_ehcp_active,indep_placements_per1000,pct_special_independent,total_pupils,state_cap_20km_per_ehcp,indep_cap_20km_per_ehcp,state_cap_40km_per_ehcp,indep_cap_40km_per_ehcp,state_cap_60km_per_ehcp,indep_cap_60km_per_ehcp
Gateshead,4896.0,495.0,7309.0,938.0,9356.0,1467.0,2.0810889488202595,15.236549871075528,1.3304780261692235,12.607694956888267,6.775834556000713,257.5403261740641,26.322869302596864,41.40663065909842,2.947361815153258,2.241570760375721,390,E08000037,Gateshead,North East,Delivering Better Value,1686.0,0.2798077556126144,4.192355117139334,15431217957619887156620822093037815662011087402011268822097056248915439111982435763037811011076243248915431217957619887156620822091586110871557912197819110110762432489156620110874020112688220970562489154391119824357615861108715579121978191537181118534901181531421071952501149597015023153715551118515829123117683065915551118515829123117681537111106852312501149512785537150851537183142101811185349011815314210719525011495970150231537306591111068523125011495127855371508515371831421016121590593504118483142077221247314449391012385029010725238247314441278750210159161215161215905935041184831420772212473144493910123850290107252382473144412787502101591612153142073056716279059158731217874030567314207162790591587312178740150775511605312035711150775511605312035711304327594532232358144912846488505114911617262061491167551216711954172620672862358144989250223488304327594532232358144912846488505114911617262061491167551216711954172620672862358144989250223488,2.903914590747331,0.29359430604982206,4.335112692763938,0.5563463819691578,5.549228944246738,0.8701067615658363
Gateshead,4896.0,495.0,7309.0,938.0,9356.0,1467.0,2.0810889488202595,15.236549871075528,1.3304780261692235,12.607694956888267,6.775834556000713,257.5403261740641,26.322869302596864,41.40663065909842,2.947361815153258,2.241570760375721,390,E08000020,,,No intervention,,,,1437886205474148873601611911989679304081488736016119119896797382292052287143712896474601471147117736085012010305320673792287304081471177360850120103053206737922871437886205474173053206738229205228714371289647460147117305320614201581538561226531312067222219114207941964501435815316458818078196219114201305945053142015313120614201581538561226531312067222219114207941964503030014358153164581162764615313120611627646303008180781962191142013059450531420301567977821802273136812990461811459133261209147279811621411669641136895918046130156797782180227313681299046181145913326120914591379817131203132612097069227313689591804611459137981713120313261209706914727981162141166964122739475801701358130914048435691431111442946916032117726054359475801701358130914048435691431113299210300141442946916032117726053001414311194696871183632992106893135813092212170435143111946968711836329921068931358130922121703299210142713280164341137157174821457482145148813101403242680141891323280213142713280164341137157114189132806171232432802136865148813101708145426141891328061712324328021368651488131017081454261488131014032426801418913232802133001530015332421369061637128613168873163381149753074781371637131688731633813739311497530747813716371286138973937313106883324213131068873572122293324213690616371286166812861389739373131068833242984221329842131068873572122291668137393,,,,,,
Gloucestershire,1334.0,438.0,2771.0,1036.0,7115.0,2105.0,35.33627273672081,41.293779096861435,18.35313789985184,11.836360248892637,10.035828367599708,48.22901874403162,9.834294737135933,188.52754874645626,4.438488268786323,103.43644836047784,916,E10000013,Gloucestershire,South West,Safety Valve,5876.0,0.5337623109694305,12.772218952324897,45812569197109631652066567981344z1197180833661753803683589228165783805691976651198449711754771843674155010163784497117547718436741550101637808336671z175130484872154753982766368358923276460911045281657838056919766511945812569197109631652066567981344z11971808336617538036835892808336671z175130484872154753982766368358923276460911045825028361z17512203408916744419865237726347318715893997374739234858518564881825028361z17512203408916744419865237726347318715893997374739234858518564881853361175480054324814991015214324814994407458518599821774164879451044z8161825028317534837726347853361175480054407458518599821774164879451044z81618250283175348377263471015218499691254812042369143484996912548120423691434419185721899026184376417903784z3269830219712529458196308419185721899026184376417903784z3269830219712529458196308830219769z12510256348717536417454058196308316625539901372924429457218964132100616100616830219769z1251025634871753641745405819630831662553990137292442945721896413299032803715459819159100478784143313714127056019883051845761377875391598037154992675939674719999213187175384128418593967473134951189193659121267560198613803715459199992131871753841284185939674731349511891936591212675601986139903241270560198830518457613778753915980371549926759396747819159100478784143313717972481114787540448130440862542196774618777566755527324878421301092406026684478421304821099901291617848406727378421304821099901291617848406727360266844309614830929348824054219656679724811147875404481304977584086254219677461877756675552732487842130109240602668446026684430961483092934882405421965669775879881254231329572268318097405623260367208299604778982336222432016674396709811342135478843930612299670981134213547884393061229395323201667461190797437418232342798812513222460367208395323201667461190797437418232342798812513222460367208798812542313295722683180974056232603672082996047789823362224320166743964198377412074803238590117239028115722919174105771281581418296812062326317735682968141120695582514181303999158631773562947047151044312923211510578377412074803238590117239028115722919174105771281581418296812062326317829681411206955825141813039991586317735629470471510443129232115105796419735682578438121869064170518336441520465157480290924800108629671311101004381561106505194221004738220412388257841861316515748083413819847719380761114381561106505194221004738220412388257841861316515748095486825784381218690641705183364415204651574802909248001086296713111010048341381984771938076111495486822935159470033785510803722910258321956497878221074358143861556517778737229102583219564978782210743581438615565177787814386354155831214861843343611076517778728917434611313461102978943618143863541558312148618433436110765177787289174346113134611029789436182293515947003378551080815495389313436340815807194019957670127133881549513664417836931348249381494583437788107682493814945834377881076951366441783681549538131367678133518227419012764417836286624472117434808199536340815807194019957670127133881541313676781335182274190127644178362866244721174348081995,0.22702518720217835,0.07454050374404357,0.4715793056501021,0.17631041524846836,1.210857726344452,0.35823689584751534
Greenwich,15800.0,4355.0,33672.0,9229.0,43209.0,12644.0,2.326944218029995,6.471159319704077,5.137879837443819,2.3614861800843165,7.870483814181659,88.45264814181358,6.987478022205459,276.0124690911446,3.117599269493169,13.761391524000864,203,E09000011,Greenwich,London,Delivering Better Value,2738.0,0.4531816477059632,12.794117647058822,366419158223894190576063423241191582826032611795122055314725166197536735823423241191572935133945439948243673221653175479944799434232411915828260326117953513394543994824367322165317536641915822389419057606122055314725166197536735823423241191572912299507468017256723557592344220517261073647172592250021889757912299507468017256723557592344220517261074888936471725922500218897579344220517259284773501241937563822433048373557235150772488893442205172592847735012419375638224330483735572351507723401195359616660925384184615644878048780166609685736814324383537954265483132312339497673401195166609685736814324383537954265483132312339497671065249746331915567323160934011951666174359616660925384184615641065249746331915567323160934011951666174352314466425494179675623377146144615533771461446646850371144123861z3814429247192848229450161z1066450146631913161284866448354352314466425494179675624835433771461446646850371144123861z3814429247192848229450161z10664501466319131612848664337714614461553420521257106425150714603883z38244334467323892248475653420521257106425150714603883z382443344673238922484756548154z102494754334197446546023897103420521256131z1024947543341974465460238971034205212561313472125710258391746854048154347212571025839174685403636150774263891686051548324363615077426389168605153579571507746536153865383929z3756440846022073202145461z10292454440819988615382073774357957150595048324z1029245444081998861538207377435795715059503579571507746536153865383929z3756440846022073202145461477403546391557676659154326433853z3749337244511568179312164385935851557672658716149497121626587161494973585155767477403546391557676659154326433853z37493372445115681793121643859198835964315687673546391555646z1040843833721988359643156876735463915556461216z10408438337235821397892666815648480z11468416230219945646751245789355032z1146841623021994564675124578935503213954561225473063550321397896614155046753875z48542302444112451581122541664473063550321397896614155046753875z48542302444112451581122541664139545612253582139789266681564848035071197252657015051465z6687195226524249270685900725348126119559412413507119725265701505146546437464373481261197251825198166854244z486222654433900135012411952703481261197251825198166854244z48622265443390013501241195270z6687195226524249270685900725348126119559412413521107760265871389645610725752781302392257620130220225445327z4806202223325521254694392760348437z4806202223325521254694392760348437107257527813024532735211077602658713896456348437107760212356944658z480622334286348437107760212356944658z4806223342863922576201302202254,5.77063550036523,1.5905770635500365,12.298027757487217,3.370708546384222,15.781227173119065,4.617969320672024
Hackney,16116.0,4434.0,31907.0,8904.0,44578.0,12819.0,0.8026459215085505,1.383115718477312,4.69200033755564,7.2534743156911645,4.421569949855861,98.19001600426404,2.2317425268349114,263.9488218328623,2.85286474684233,1.5398071976983048,204,E09000012,Hackney,London,No intervention,3525.0,,,10281100192172841442950443307204141265042384171921009218983366910092189178319297370012479114919833357650416471235168650442790427901009218917831929737001247911491983335765041647123516865041028110019217284144295044330720414126504238417192100921898336693218724414525497234216199998918060512010169761991781114638497321872441452543390497234216199998918060512019983467012859115922892384657416661183283149710169761991781114638497998918016601998346701285911592289238465741666118328314974339099891801660104165021218401147374774429344293153941212865645132771181243312916636276111212928477102631026315394121286564513277118124331291663627611121292847721567281160384772302921210263153415361104165021218401147374772156728116038477230292121026315341536110708572131897114747454223372191645245422554213105621464532139135811373611802561132066382716107529984541056214653555945150107085721318971147474544515010562146453213913581137361180256113206638271610752998454223372191645245422554213105621465355591461241610367177756216960496141681092271613326717268288030014161036717775621696049614168109227161332671726828803001452834162292721316850416197272161036717756571722927213168504161972721610367177565717105446321619432146124164528310544632161943275726321320080143363954265975726321320080143363957417155105321310274161474310392855132565622663839294739523526978174063951878102137417155535802426592352697817406395187810213741715553580274171551053213102741614743103928551325656226638392947395450949882171149821910443371509696229171312641525637932888383100531122192035613971383235667521765938317551421998821719858051005311221920356139713834509498821711498219104433715096962291713126415256379328883832356675217659383175514219988217198580597949220120584135243742058635917956374142942019618176886306445699618176488201888146154567933301117062132500636300537444569961817648820188814615456793330111706213250063630053742058635917956374142942019618176886306979492201205841352437499089320320758132483449892039742166936419205661561838634498920397421669364199908932032075813248344445544455497421669320390280158176103349115460762569379307034497421669320390280158176103349115460762569379307034420566156183863449104841952080112858330647620105864185813307281958980124848980124841959062616029440340011045838255228830763304337220105864185813307281958980124846476433729104841952080112858330898012484195906261602944034001104583825522883076330,4.571914893617021,1.2578723404255319,9.05163120567376,2.5259574468085106,12.646241134751772,3.636595744680851
Halton,5163.0,1198.0,17030.0,4297.0,25409.0,7321.0,3.1707953095559436,2.831379710764818,6.932315291091582,2.1811175859346648,3.176621652585262,73.21072434893061,29.351251124138543,36.229027686699965,3.34149234123477,10.14331794874773,876,E06000006,Halton,North West,Delivering Better Value,1524.0,1.2010796221322535,15.696649029982362,626162611958931125406527429012803328659913022382143936962384411406521459939195626140449011852536962384411406521459939195626140449016261195972679904911958931125406527429012803328659913022382143918525626119597267990491676219499558138431676219473611104186302190227983435598130723020135342304545418620159819467624328902353423045454186201598194676243289021947361110418630219022798343559813072302016762194995581384311884718847676242372011020881814254237201549995463731209072792350660112822202054237201102088181425423720154999546373120907279235066011282220205334122045014637205601201423744029073341220450146372056012014237440290719094190944727202103678259416472720210367825941647272025521030473231479062798312754717872171991931833502174157473219954720247274934906472720255210304732314790627983127547178721719933502174157473219954720247274934906193184735218553103447763204898280531044861820204195335820441384776195486218473550248984735218104658215399473521810465821539919379335820441384776195486218473550248981937947352185531034477632048982805310448618202041954652364960520890333371903816504318646523649605208903496023654878550433234903278930314651974190186496023610513825937633371903816504318649602361051382593761949349602365487855043323490327893031465197419018619493195555148260105048329363304418433275445179492260514854431082304418433275445179492260514854431082195555148260332386544532591082271229414922184184179544532591082271229414922184184179514826010504832936351482603323864848252105208280342484825233638854543275106726722818453233791251484825210520828034230089132065454251453252484856121067300891320654542514532524848561210674848252336388545432751067267228184532337912511949019490414428634436354773254105726581647107638724379025438724379025441442861049582053444144286344363547732541057265816471076414428610495820534430029020106553254387286414456911057194153002902010655325438728641445691105719415352631310380809932535263132233395543325310222599352631322333955433253102225991612106832724938823716121068327249388237191781917835263131038080993252822881951661123732731335265746102228228819516611237327313352657461022,3.3877952755905514,0.7860892388451444,11.174540682414698,2.8195538057742784,16.67257217847769,4.803805774278215
Hammersmith and Fulham,19508.0,5938.0,32440.0,9592.0,45024.0,13948.0,3.1321326582689255,2.721972583457105,7.672089171619921,2.292053709777951,13.6131460643557,107.499536946314,9.106672357563932,264.3008048200028,0.4365932568438198,6.266400259200403,205,E09000013,Hammersmith and Fulham,London,No intervention,1700.0,1.0525510008803154,22.044088176352705,629252573068924993256446590224236563584322255611306526085207315860852075246113061535621278382731584367303580117292423222612726127608520752461130615356212783827315843673035801172924232262925257306892499325644659022423656358432225561130652608520731584358902433725368931825681932248632119333686514486232292609980561267474358902433725368931825681932248632119333686321193484319322149863129308333368439230947591735243318651448623229260998056163211934843193221498631293083333684392309475917352433182674765465362333931910044564269212692163701765342203331314503298382636934403324570316932433216370176534220333131450329838263693440332457031693243321425717243374836863212519203335363701763693654653623339319100445644257172433748368632125192033353637017636936427524331596301004355162761515242131513684713213837374143563302735165024830342572424837733948303248713155262761513741270616427524331596301004355127061627615152421315136847132138373741435633027351650248303425724248377339483032487131552627615137416590545331999289867545646112954521319137845534468283821429832707271566654527356646112954521319137845534468283821429832707271566654552567637254173545239461319546461129382152567637254173545239461319546461129382165905453319992898675452735667515170370102799639512276726751517037010279963951266471045170z3701394459370780639134175312982214922151270556935884529512229821z370516647104391345937078063913417531298221492215122767270556935884529512229821z370516647104391366471045170z3701394275326571955669z367148146938657193973412130238121398244896666566936710507937848969560234924677489211724z3675665719539736666566936710507937848927532z36714814693865719397341213023812139824489657195566969560234924677489211724z3675665719539736737469336210531934747993572135914663479190020z4693362105319347479275956642954693z36216104983811629398341113093852127120479362466642953983275956642954693z3621610498381162939834111309385212712047993572135914663479190020z362466642953983673767604411137010660919844510857853660484744515561433704466887239961085785366048474451556143370446688723996676044111370106609198445275882758866887244108337016605063991507399641253154856104914445668872441083370166050639915073996412531548561049144456599491223921065087644088764408118490427835793408805119643924965336639332783579340880511964392496533663933653366491184392831531496638939334073225282780580740826984118490466491184392831531496638939334073225282780580740826984659949122392106506533,11.475294117647058,3.4929411764705884,19.08235294117647,5.642352941176471,26.48470588235294,8.204705882352942
Hampshire,924.0,230.0,4815.0,2234.0,10373.0,4859.0,19.058208439214305,18.6693999998176,13.203004727072862,18.061056175358342,24.442575061879793,49.08819809999559,24.79187774144357,284.5190733849055,41.613579295436466,38.57994428758114,850,E10000014,Hampshire,South East,Safety Valve,15994.0,1.2085391672547636,20.557341907824224,313886529350107549468630766500145933131323811419211511271216414464141921151813133127323533831076703816487621127314464335277647276484852697891293503076131313886529350107541534381191323103630752623550946863076650014593313132381141921151127121641446415343811913231036307526235501983801983801419211518131331273235338310767038164876211273144643352776472764848526978912935030761311491782077302915339649582836688831683589113021464632982646829424485648788728436292513619980430379402843693049830729256539107629136396771491782015312189146461573777212396104897751043381303794028436930498307292565391076291363967714917820153121891464614917820773029153396495828366888316835891130214646329826468294244856487887284362925136157377721239610489775104338119980414638658747248730649012800697791732412113971501830724573530810595127889029454284810028006977917324121139715018307245735308105951278890294542848100152967411830610603974388329614638658747248730649011995177356252945485351005892848768369024100306741463865887122871501819951773562529454853510058928487683690241003067414638658871228715018152967411830610603974388329619762873273258z935594302738033100382273275153731858353791424558755122131500714832798235310625672861316529888582512488430273273258142455877991855353488326047049416902491132915007z307115429z9355943027380331003822732751537318583537914245587551221315007148327982353106256728613165197628142455877991855353488326047049416902491132915007z307115429298885825124884302z123521228971721810042826897489121173198013872579811241415050195941z1235212289717218100428268974891211731980138725798112414150501387257980121781319473621517110516901211152615050z3047650672932357998882897126891387257980121781319473621517110516901211152615050z3047650672932357998882897126891445180110319106379715533049144518011031910637971553304919594119474114148498831649234235361997722281701301167815253z300474728288675685878275702585z1633583275706725101095258573863043428314148498921255615253194741z16335832757067251010952585738630434283141484989212556152531464683112342106423702052930146468311234210642370205293014148498831649234235361997722281701301167815253z300474728288675685878275702585193007142454517913194324344314787224716691195415279z298284327282825604864278602487142454517913194324344314787224716691195415279z29828432728282560486427860248719300714696791083241060706890528251469679108324106070689052825z13332712786058051005292487727313247914245451941281815279z13332712786058051005292487727313247914245451941281815279144964617939286322302114187230216781190915291z29518404427710543383426057240514957791273221056196753927221495779127322105619675392722191365144964617939286322302114187230216781190915291z295184044277105433834260572405z39325392605754621000122405711123227914496461861274315291z39325392605754621000122405711123227914496461861274315291191365149298196344105248664932607145274021731766247563744997812304847353448114527402741268415293189798253711327277016761184015293189798145274028117574344811757434425371132727701676118401529329229261227011679784424756230414929819634410524866493260717317662475637449978123048473534481145274027412684152932922926122701167978442475623041874261458638691127330325531035714791678116151502585303103385660392551123155423953367899265225974663039114586386731243615025123155423953367899265225974663039114586386731243615025103385660392551290012643277865788821239532259149729185303187426149729114586386911273303255310357147916781161515025290012643277865788821239532259,0.0577716643741403,0.014380392647242717,0.30105039389771165,0.13967737901713143,0.6485557083906465,0.30380142553457545
Haringey,14903.0,4306.0,32757.0,8499.0,44485.0,12801.0,2.9598119272919576,1.9223096949521519,5.8592012578195085,6.501375160031184,9.05931957800188,101.59835397585987,4.630973776035386,259.31168874296156,4.70246181640379,3.190757320385347,309,E09000014,Haringey,London,No intervention,2833.0,0.554756273013241,14.241001564945227,3614371042939254721341295285161728692206450118144831765132078451314726161937784147392104361437292869220699733151743551326161937784147392104361437292869220361437104293925472134129528516172869220645011814483176513207845131473651104293922019015983660365110429392201901598366041009699733151743551341009372310045419205861624759870903363177684702665192969612841910036843945310521736843910045419562213213094857619310521765281231467418081310696470128372310045419205861624759841718709033631776847026651929696128419100368439453105217368439100454195622132130948576193105217652812314674180813106964701284171871213274180544592666191060712245910036843953329721571213274180544592666191060712245910036843953329721537231005345920895162495814595802130132268466013297215654111444828182013096074591223684391005345958021301322684660132972156541114448281820130960745912236843910053420604206037231005345920895162495814204436463582225z7167319217954442269718615541094611003618361836100464613654100464612109816134551z7167319217954442269718615541094611003618364635822255762129131408605863582225z65911063481418371275554442109361836100464615762129131408605863582225z65911063481418371275554442109420443654100464612109816134551z702631531825043227061777485924259935963864382622636349964425217101573952435963899644255962089135138835773826226z643010644737182312004854329242195z702631531825043227061777485924259935963864382622635963899644255962089135138835773826226z643010644737182312004854329236349964425217101573952442195426703578919841722741152583542365239912283542369146524176632114142099136233991228z62681110468717831016394421663542369146524176632114142099136233991228z6268111046871783101639442166z46693132241889642126961639394664179135789198417227411525848742670487z466931322418896421269616393946641791354236523991228424025267373173190794042674145328044429853506308041442323536851324292319514577448z526737317319079404267414532804442985350630804144232z3536851324292319514577448424023506308552804297062053145489006124144232z603111204531177484128040444232z603111204531177484128040444350630855280429706205314548900612414433844085661024617532102148859125914206236z5813110644531767621112395z666566320819338395267912121124618533844010242062363424851684612368513872395z6665663208193383952679121211246185338440102420623642090342485168461236851387239533844085661024617532102148859125914206236z5813110644531767621112395420903356811604372373513377404z50538332112042540426339144378133213511038426424433568116043723735133774044155033213581501104378242100148849214984264244z45591111554117124163840441550z50538332112042540426339144378133213511038426424433213581501104378242100148849214984264244z45591111554117124163840441131z43091110568016422241343973208328848764378422069158873894324235z4309111056801642224134397324088124437237461309939788320832761344324235z485151317921567397164261343788320832761344324235324088124411314372374613099397z48515131792156739716426134373208328848764378422069158873894324235,5.260501235439463,1.5199435227673843,11.562654429932934,3.0,15.702435580656548,4.518531591951994
Harrow,11068.0,3471.0,32980.0,9018.0,42128.0,13107.0,3.8481214684454668,10.418017621213307,6.499701872848566,4.582627043801134,22.509990988208887,117.41185211267744,3.435991369204032,250.65833875902857,5.5790582104788315,7.312376266479833,310,E09000015,Harrow,London,No intervention,2370.0,1.0109628105934878,23.537414965986393,384286z368038621298142131129112312536173923178343716398831298159524373446z8038428636112316398831298159524373446z80384286361123384286z3680386212981421311291123125361739231783437392836802162516592520392836802162516592520427814278173z359039051304144341068115212622173323258142539933590218631668050616527811304161674253393z903920733511523920399335902186316680506431678142516527811304161674253393z90392073351152392073z359039051304144341068115212622173323254316716512801285163444263318z8439255737119316512801285163444263318z84392557371193398237842196516687506392557z378438891285146119871193126231733233180426392557z37843889128514611987119312623173323318042643261432613982378421965166875064258516150801270162534123076z82404133118840413382217911614649216150801270162534123076z8240413311884041z3382388712701456987711881226316842199804124041z3382388712701456987711881226316842199804124258540413382217911614649215877801288164504022793z6639602612043960266621896157164823960z2666391312881473775412041196417132039804024214615877801288164504022793z6639602612043960z266639131288147377541204119641713203980402396026662189615716482421464191815616801302167583842411z8139934312503993z4381397013021504565112501164617131760803843993z4381397013021504565139934381222181511946441918399343812221815119464125011646171317608038415616801302167583842411z813993431250412511209580849180353822043z8139904136553990418122226144514621209580849180353822043z813990413655399041812222614451462412513990z418115548491635959928651054116761444790803823990z418115548491635959928651054116761444790803821073763803674004z717115158331627247728591020316781171880833179503671550z7140047136224004717121956137174471171880833179503671550z714004713622402664004717121956137174474004z717115158331627247728591020316781073763803674026639777637216141373244111711794931836236211772373977743603397776372161413732441398773977274371502493166866028731020916761117730793623987711711794931836236211772373977743603397727437150249316686602873102091676111773079362391564060z59261431494164332901102221670706733773444060z5926143149416433290110222167070673377344406059262125913331421116537749418103344706z264060593634116537749418103344706z26406059363439156406059262125913331421,4.670042194092827,1.4645569620253165,13.915611814345992,3.8050632911392404,17.775527426160338,5.530379746835443
Hartlepool,2245.0,482.0,5896.0,1081.0,9290.0,1376.0,0.5871176557541073,21.754994487817118,14.70996522223532,28.080005247503728,14.4993961158075,238.13094219172453,60.82073801164559,2.629957617896306,29.718900913623816,25.755444981818222,805,E06000001,Hartlepool,North East,Delivering Better Value,859.0,0.9927857568336752,16.62049861495845,2165661118921141472290613963161980833163095211413961921651510915109216566111892114147229061396316198083316309521141396192165216589145774335216589145774335213759031982867146630171387304152002137590319828671466301713873042137896858703047369304321528671387213715200213789685870304736930432152867138721371524580621728611061459302113522957265295323828611352152410658322951524580621728611061459302113522957265295323828611352152410615156152489901515615248990583229516179109587128616179109587128665871953280358291131416171171001529916175076234358211710015113046131419591658719532803582911314161711710016175076234358211710015113046131419591152991720914357932735604187254736238612561720180210415246172091435793273172040962343623108610415082313125671618786560418725473623861256172018021041524617204096234362310861041508231312567161878616273173240412017611141469228611957071718646421712526412086119516272468114153651627940856572571627317324041201761114146922861195707171864642171252641208611951627246811416279408565725715365152232102474147183110414402300110770915782953955562391537146501572547414782110715222540104152232102474147183110414402300110770915782152215371465015725474147821107152225401041522953955562392291319296423242521926106144123291055658155741319296423242521926106144123291055658155741319948054832294405155256142527410551319258410613199480548315224152244405155256142527410551319258410616209582541421516202384218430925651061446232098266615065383015025384309659821620323110615247162023842184309256510614462320982666150651620958254142153830150253843096598216203231106152471371685236497825401221513233094169214656137956154762021371685236497825401221513233094169214656137956154762023198146256649785694113732321221525915259319814625664978569411373232122,2.6135040745052387,0.5611175785797439,6.863795110593713,1.2584400465657741,10.814901047729919,1.6018626309662398
Havering,8248.0,1195.0,27283.0,7948.0,41333.0,11350.0,4.960136866034738,6.495455018989014,3.8236019569835937,17.294408766350536,4.440054116323759,79.99784402156952,9.232964899667541,273.59335469382495,5.995065225323535,20.340096988765918,311,E09000016,Havering,London,Delivering Better Value,2583.0,0.3179072619101685,11.244979919678714,7162933419116271451665890031611342141332408612915840331761286129576014516658158900240407162931613317612861295760145166581589002404071629316171629334191162714516658900316113421413324086129158407453325053177944137453325053177944134403844038697291442641618146056718283196134553893957912915822726142518217443388141771979129551114605671158828952269729319672614251821744338843753697291442641618146056718283196134553893957912915822141771979129551114605671158828952269729319643753111753675133520814497648156781677243179677241117536751335208144976481567816772431797011124885169643646772411421115691449764878131791332536397513315611421115691449764878131791332536397513315642925429257011124885169643644203517166877915750701487859814868957629310760517244141661538417166877915750701487859814868957629310757629173586155614878598689310713101351479157148576291735861556148785986893107131013514791571484203560517244141661538421162848013351361455355715655366119306468021237721637536966119213515153014553557553306412769360680133156412172116284801335136145535571565536611930646611921351515301455355755330641276936068013315668021237721637536941217408682615835801245259145595431594088082330448082326352215371455954340830441231337228012415983126236131603536340868831262361316035363808232635221537145595434083044123133722801241592615835801245259145595431594088082330444030524155258796541014282514153282872306024155258796541014282514153282872306087224232061586733640305872243503156514282514282306012022384587961538722423206158673368722435031565142825142823060120223845879615390610232899115615109482194305397128671964419624868513823157668685312015528110613819490610305397916232299015874309231576686853120155281106138194906103053974011291623229901587430990610232899115615109482194305397128671964419624868513840112825252247115986291799411825136567994306916119239811895825030269482525224711598629139598825025207411521563539595302694115821917484200339598251365679943069161192398118958250302694825025207411521563539595302694115821917484200379941183918279306013861150159353653630321041263688651520047930601386115015935365363032104126368865152004907911179360220081604128014022902036164507923691113679306030321041402290203616450792369111367930603032104391827936022008160412809079111,3.1931862175764616,0.4626403406891212,10.562524196670537,3.0770421989934187,16.00193573364305,4.394115369725125
"Herefordshire, County of",454.0,201.0,1261.0,685.0,4503.0,1626.0,2.141828230214544,54.87426711696368,50.02202467099154,15.792074599866323,46.43432506042126,17.866521326438843,46.56181682876874,162.74122163630366,45.62180054623034,108.85132817268337,884,E06000019,"Herefordshire, County of",West Midlands,No intervention,1461.0,0.4686315957404379,10.730593607305936,147259134029734406137110159524335745097219811240542896615001840194169431371101595243357450972198112405428966150018401941694325073250731067119413236009169724313711015938211240106711941323600916972431371101593821124014725913402973440694261881317708916477439426188131770891647743134393584075139613439358407513961343935839183585563772249139655089591526182618816443143658135619819395252691343935839183585563772249139655089591526182618816443252691436581356198193951368865138302605681772317145655329461492179218017143145451136219762394136886513830260568177231714565532946149217921801714325282252829362180120671731717743136886514109145614545113621976239493621801206717317177431368865141091456z90531691128714616625573451404794040291481148340135919574380250682506814834013591957438014047940358822656632557323051481z5465902148317241691664514047940358822656632557323051481z54659021483172416916645z9053169112871461662557345140479404029148114688651353619558162566722881489z541587614751740207163z89512071071729116325667146886514028148915545113647950637014688651353619558162566722881489z54158761475174020716325128z895120710717291163256671468865140281489251281554511364795063701597511370794983532520615975113707949835315296851352920358732666522871484z534991814591772203150z887820311217332150266651529685140591484z88782031121733215026665152968514059148415296851352920358732666522871484z53499181459177220315025206252186867353122958972816023331456z528297414031800191147z88131911203730014728160149968674133145615676713787945933825218z88131911203730014996867353122958972816023331456z528297414031800191147156767137879459338147281601499686741331456149915666413433972933241181518814414976964344125154802775523351594z510710081758z854818812597238144277961497696441501594z854818812597238144277961497696441501594156664134339729332251242512414976964344125154802775523351594z51071008175841181518814482611941259717814128611015077250415515541507725032642495762286522299155449971010141658185619414182611941259717814128611015077250415515541579501346693373352476715795013466933733524767150772503264249576228652229915544997101014165818561941411670581327994683111606645830692225671294572318164850081119143554185218113024786807718113417106130294111160664584170164880771811341710613029411116066458417016482478616066458306922256712945723181648500811191435541852181130167058132799468311,0.3107460643394935,0.1375770020533881,0.8631074606433949,0.46885694729637234,3.082135523613963,1.1129363449691991
