la_code,la_name,region,intervention_status,pct_ASD_now,pct_SEMH_now,pct_MLD_now,pct_SLD_now,pct_SLCN_now,total_ehcp_now,supply_pct_ASD,supply_pct_MLD,supply_pct_Other,supply_pct_SEMH,supply_pct_SLCN,supply_pct_SLD,pct_ASD_1516,pct_SEMH_1516,pct_MLD_1516,pct_SLD_1516,asd_gap,semh_gap,mld_gap,mismatch_index,asd_demand_shift,semh_demand_shift,indep_per_ehcp,log_indep_per_ehcp
E08000029,Solihull,West Midlands,No intervention,37.4,15.1,9.5,6.4,16.4,2503,0.0,43.78109452736319,12.824765063571034,10.613598673300165,0.0,32.78054173576562,27.68313458262351,12.265758091993186,21.379897785349232,6.899488926746167,37.4,4.486401326699834,-34.28109452736319,41.88640132669983,9.71686541737649,2.8342419080068133,4486.383746197305,8.408802254488274
E06000050,Cheshire West and Chester,North West,No intervention,27.0,24.1,19.4,3.7,17.9,3808,17.682363804247462,12.049861495844876,24.099722991689752,20.59095106186519,16.80517082179132,8.771929824561402,27.564894932014834,14.647713226205191,15.26576019777503,12.11372064276885,9.317636195752538,3.5090489381348107,7.350138504155122,12.826685133887349,-0.564894932014834,9.45228677379481,3009.1958670260556,8.009428168239044
E06000024,North Somerset,South West,Delivering Better Value,19.8,36.6,13.7,4.1,16.7,2644,0.0,0.0,75.20661157024794,0.0,0.0,24.793388429752067,21.598272138228943,12.311015118790497,9.935205183585314,19.870410367170628,19.8,36.6,13.7,56.400000000000006,-1.798272138228942,24.288984881209505,4080.567171239357,8.313991270295523
E06000025,South Gloucestershire,South West,No intervention,31.5,24.2,7.4,3.7,21.2,3236,16.36904761904762,0.0,19.419642857142858,9.523809523809524,16.666666666666664,38.02083333333333,23.24598478444632,13.440405748098055,18.005071851225697,10.650887573964498,15.13095238095238,14.676190476190476,7.4,29.807142857142857,8.254015215553679,10.759594251901945,4548.5099502487565,8.422554974848765
E10000027,Somerset,South West,Safety Valve,23.7,30.6,9.7,6.8,16.9,5725,36.486486486486484,0.0,42.22972972972973,0.0,12.837837837837837,8.445945945945946,21.615949632738722,15.844700944386151,10.283315844700944,22.9800629590766,-12.786486486486485,30.6,9.7,30.6,2.084050367261277,14.75529905561385,6239.569694596711,8.738666499786433
E06000015,Derby,East Midlands,Delivering Better Value,35.7,20.7,11.5,2.6,14.9,3735,25.436793422404936,0.0,42.65159301130524,18.499486125385406,13.41212744090442,0.0,21.461187214611872,9.969558599695585,19.101978691019784,11.643835616438356,10.263206577595067,2.200513874614593,11.5,12.46372045220966,14.23881278538813,10.730441400304414,4521.213804713805,8.416535777641519
E06000063,Cumberland,North West,No intervention,36.0,19.8,0.6,10.5,21.5,2893,11.067193675889328,0.0,0.0,0.0,0.0,88.93280632411067,,,,,24.932806324110672,19.8,0.6,44.73280632411067,,,0.0,0.0
E06000040,Windsor and Maidenhead,South East,No intervention,43.8,18.9,6.3,1.7,15.9,1342,0.0,0.0,100.0,0.0,0.0,0.0,33.520336605890606,6.171107994389901,12.903225806451612,3.9270687237026647,43.8,18.9,6.3,62.699999999999996,10.279663394109392,12.728892005610097,6516.180150125104,8.782043616688604
E06000011,East Riding of Yorkshire,Yorkshire and The Humber,Delivering Better Value,13.9,31.4,5.4,2.9,31.7,3695,0.0,0.0,66.66666666666666,0.0,0.0,33.33333333333333,21.217887725975263,13.701236917221692,9.514747859181732,17.50713606089439,13.9,31.4,5.4,45.3,-7.317887725975263,17.698763082778306,1460.284164222874,7.286386328793197
E06000034,Thurrock,East of England,Safety Valve,29.7,18.8,14.4,1.5,25.5,2508,86.11111111111111,0.0,0.0,0.0,0.0,13.88888888888889,25.11013215859031,11.784140969162996,17.731277533039645,4.6255506607929515,-56.41111111111111,18.8,14.4,18.8,4.5898678414096885,7.015859030837005,2163.0853816300128,7.679290898881812
E10000019,Lincolnshire,East Midlands,Delivering Better Value,32.8,21.1,4.7,1.0,17.9,8420,3.923853923853924,0.0,62.56798756798757,15.831390831390832,10.1010101010101,7.575757575757576,22.319327731092436,14.252100840336135,25.478991596638657,9.714285714285714,28.876146076146075,5.268609168609169,4.7,34.144755244755245,10.480672268907561,6.847899159663866,2327.494675956356,7.7525477216969865
E09000029,Sutton,London,No intervention,43.8,13.3,8.9,2.1,17.4,2582,28.913963328631876,0.0,38.928067700987306,11.283497884344147,20.87447108603667,0.0,33.14553990610329,11.173708920187792,14.741784037558686,4.788732394366197,14.886036671368121,2.016502115655854,8.9,16.902538787023975,10.65446009389671,2.1262910798122086,5601.204427083333,8.630736929862538
