la_code,la_name,region,intervention_status,pct_ASD_now,pct_SEMH_now,pct_MLD_now,pct_SLD_now,pct_SLCN_now,total_ehcp_now,supply_pct_ASD,supply_pct_MLD,supply_pct_Other,supply_pct_SEMH,supply_pct_SLCN,supply_pct_SLD,pct_ASD_1516,pct_SEMH_1516,pct_MLD_1516,pct_SLD_1516,asd_gap,semh_gap,mld_gap,mismatch_index,asd_demand_shift,semh_demand_shift,indep_per_ehcp,log_indep_per_ehcp
E06000058,"Bournemouth, Christchurch and Poole",South West,No intervention,30.6,24.7,10.2,1.6,20.6,4432,33.06962025316456,0.0,23.259493670886076,0.0,43.67088607594937,0.0,,,,,-2.469620253164557,24.7,10.2,24.7,,,7224.006633059167,8.885165013293959
E10000017,Lancashire,North West,Delivering Better Value,34.8,19.8,9.3,4.1,21.0,12317,6.24376336421953,2.8225231646471847,77.67640769779045,10.662865288667142,2.594440484675695,0.0,27.147307521139297,12.394303515798843,13.551401869158877,12.105028927458834,28.55623663578047,9.137134711332859,6.477476835352816,37.69337134711333,7.6526924788607005,7.405696484201158,3205.7503108900337,8.072701448318098
E08000003,Manchester,North West,Delivering Better Value,17.3,24.0,9.8,7.7,31.7,8875,6.183115338882283,0.0,51.98176773682125,14.90289338089576,5.172413793103448,21.759809750297265,30.63583815028902,14.717652289906624,5.558025789239663,21.520675855935973,11.116884661117718,9.09710661910424,9.8,20.213991280221958,-13.335838150289018,9.282347710093376,4674.361887663504,8.449847937789118
E09000019,Islington,London,No intervention,55.8,14.2,8.7,1.5,11.5,2119,27.693677649154054,24.93321460373998,16.028495102404275,0.0,31.34461264470169,0.0,18.70748299319728,2.8344671201814062,14.625850340136054,24.03628117913832,28.106322350845943,14.2,-16.23321460373998,42.306322350845946,37.092517006802716,11.365532879818593,4060.1135135135137,8.30896621119841
E06000010,"Kingston upon Hull, City of",Yorkshire and The Humber,No intervention,20.1,23.3,4.1,6.3,35.4,3245,0.0,0.0,35.62945368171022,26.72209026128266,0.0,37.648456057007124,21.76628010704728,10.704727921498662,3.389830508474576,25.780553077609277,20.1,-3.4220902612826585,4.1,20.1,-1.6662801070472781,12.595272078501338,1143.634473507713,7.041966604718991
E06000005,Darlington,North East,Delivering Better Value,29.9,22.5,23.1,2.2,13.9,1122,0.0,0.0,86.02150537634408,13.978494623655912,0.0,0.0,27.93427230046948,22.535211267605636,17.6056338028169,7.042253521126761,29.9,8.521505376344088,23.1,38.421505376344086,1.9657276995305182,-0.035211267605635754,3730.429824561403,8.224278740465744
E06000018,Nottingham,East Midlands,Delivering Better Value,48.2,11.9,7.9,2.9,5.5,1909,50.03631082062454,15.105301379811184,17.429193899782135,17.429193899782135,0.0,0.0,36.10354223433242,18.11989100817439,6.67574931880109,15.940054495912806,-1.83631082062454,-5.529193899782134,-7.205301379811184,0.0,12.09645776566758,-6.219891008174388,1204.4075650118202,7.093743077733502
E10000015,Hertfordshire,East of England,Safety Valve,26.9,22.3,18.8,6.8,14.3,12920,27.451267770775317,0.0,24.651912648395133,18.43763740290195,29.459182177927595,0.0,22.315735781688346,14.435093088497833,13.006885998469778,13.49145626115787,-0.5512677707753184,3.862362597098052,18.8,3.862362597098052,4.584264218311652,7.8649069115021675,2625.2962091283516,7.872949010232298
E06000052,Cornwall,South West,Delivering Better Value,28.7,21.7,10.6,6.4,24.0,4949,0.0,0.0,64.73880597014924,0.0,0.0,35.26119402985074,27.038861521620145,13.683634373289546,9.90695128626163,17.733990147783253,28.7,21.7,10.6,50.4,1.6611384783798542,8.016365626710453,6638.87268796541,8.800697452148095
E10000014,Hampshire,South East,Safety Valve,23.3,28.1,16.0,3.1,20.5,17784,20.093265670004115,19.764092717048413,36.78507749279934,7.845288712110822,12.90632286380469,2.6059525442326157,11.092077087794433,14.218415417558885,22.91220556745182,15.952890792291221,3.2067343299958857,20.25471128788918,-3.7640927170484133,23.461445617885065,12.207922912205568,13.881584582441116,4632.646054770539,8.44088348594541
E08000004,Oldham,North West,Delivering Better Value,30.8,15.0,7.9,2.7,28.3,3652,0.0,0.0,70.19053472649047,12.599877074370006,17.20958819913952,0.0,35.45611015490533,9.208261617900172,9.896729776247849,8.605851979345955,30.8,2.4001229256299936,7.9,33.20012292563,-4.656110154905331,5.791738382099828,1966.6927458033576,7.584108601715759
E06000061,North Northamptonshire,East Midlands,No intervention,17.4,20.9,13.6,4.7,34.9,4551,23.827824750192157,0.0,67.4096848578017,8.762490392006148,0.0,0.0,,,,,-6.427824750192158,12.13750960799385,13.6,12.13750960799385,,,5044.041895784237,8.525963003113803
E09000016,Havering,London,Delivering Better Value,28.2,17.7,12.4,1.8,26.7,3005,28.57142857142857,0.0,57.14285714285714,14.285714285714285,0.0,0.0,21.69076751946607,7.897664071190211,16.129032258064516,13.014460511679642,-0.3714285714285701,3.4142857142857146,12.4,3.4142857142857146,6.509232480533928,9.80233592880979,1713.873790166473,7.446511461771223
E06000049,Cheshire East,North West,Safety Valve,21.7,29.6,10.4,3.3,23.2,4871,0.0,0.0,87.91666666666667,12.083333333333334,0.0,0.0,21.422594142259413,17.154811715481173,6.02510460251046,14.309623430962343,21.7,17.516666666666666,10.4,39.21666666666667,0.277405857740586,12.445188284518828,7509.088068181818,8.92386930838133
E09000030,Tower Hamlets,London,Delivering Better Value,26.7,11.1,9.7,1.9,37.9,4555,0.0,0.0,12.575574365175331,11.487303506650544,60.45949214026602,15.4776299879081,27.917121046892042,10.359869138495092,5.39803707742639,4.79825517993457,26.7,-0.3873035066505448,9.7,26.7,-1.2171210468920428,0.7401308615049071,1833.6721935917544,7.514075898341193
E09000009,Ealing,London,No intervention,28.5,12.0,13.9,10.0,24.6,4040,62.17008797653959,0.0,37.82991202346041,0.0,0.0,0.0,22.10242587601078,6.940700808625337,18.26145552560647,19.40700808625337,-33.67008797653959,12.0,13.9,12.0,6.397574123989219,5.059299191374663,4456.681182795699,8.402159638594384
E06000009,Blackpool,North West,No intervention,26.2,18.5,13.7,3.7,24.3,1661,0.0,51.02040816326531,48.97959183673469,0.0,0.0,0.0,27.422680412371136,5.360824742268041,19.79381443298969,19.381443298969074,26.2,18.5,-37.32040816326531,44.7,-1.2226804123711368,13.13917525773196,4328.27975376197,8.372925456552423
E08000019,Sheffield,Yorkshire and The Humber,Delivering Better Value,34.2,21.0,3.7,8.5,21.7,5952,17.459836314034554,0.0,69.17247650803273,0.0,5.456198848135799,7.911488329796907,35.12674599068805,12.571132953957578,5.173305742369374,17.071908949818933,16.74016368596545,21.0,3.7,37.74016368596545,-0.9267459906880475,8.428867046042422,2016.1990680335507,7.608969368380646
E09000003,Barnet,London,No intervention,41.7,17.4,7.7,1.7,20.4,4320,11.022657685241887,0.0,88.97734231475812,0.0,0.0,0.0,39.84476067270375,8.15006468305304,7.761966364812419,4.3984476067270375,30.677342314758114,17.4,7.7,48.07734231475811,1.8552393272962533,9.249935316946958,3182.991598844841,8.065576787895901
E06000062,West Northamptonshire,East Midlands,No intervention,30.2,20.6,14.4,3.4,24.5,4153,24.06832298136646,0.0,62.5,13.43167701863354,0.0,0.0,,,,,6.131677018633539,7.168322981366462,14.4,13.3,,,5476.648541489663,8.60824861283058
E08000027,Dudley,West Midlands,No intervention,17.2,19.9,17.2,2.6,33.8,3805,0.0,0.0,83.23789692868297,6.038521603331598,10.723581467985424,0.0,20.961060480530243,11.5990057995029,23.1980115990058,8.782104391052195,17.2,13.8614783966684,17.2,31.0614783966684,-3.7610604805302437,8.3009942004971,4637.371554575524,8.441903009405546
E09000024,Merton,London,No intervention,33.5,18.8,11.2,5.6,24.2,2730,31.921824104234524,0.0,42.34527687296417,0.0,25.732899022801302,0.0,23.15668202764977,11.52073732718894,14.516129032258066,10.023041474654377,1.578175895765476,18.8,11.2,20.378175895765477,10.343317972350231,7.279262672811061,13022.371086200232,9.474424010257637
E06000019,"Herefordshire, County of",West Midlands,No intervention,24.0,34.2,10.0,7.2,14.9,1717,59.03083700440529,0.0,40.969162995594715,0.0,0.0,0.0,17.235494880546078,18.088737201365188,8.361774744027302,27.474402730375424,-35.03083700440529,34.2,10.0,34.2,6.764505119453922,16.111262798634815,6674.538672142368,8.806055368092391
E09000010,Enfield,London,No intervention,26.0,13.1,8.8,3.0,37.9,4970,29.445676274944567,0.0,62.128603104212864,0.0,8.425720620842572,0.0,37.369207772795214,12.25710014947683,8.370702541106128,7.922272047832586,-3.4456762749445673,13.1,8.8,13.1,-11.369207772795214,0.8428998505231693,3107.634887154609,8.04161722941131
E08000001,Bolton,North West,Delivering Better Value,28.8,19.8,16.4,8.9,14.5,3604,11.575031004547334,27.284001653575856,30.632492765605623,7.193054981397272,10.913600661430344,12.401818933443572,22.26950354609929,16.80851063829787,13.75886524822695,13.049645390070921,17.224968995452667,12.60694501860273,-10.884001653575858,29.831914014055396,6.53049645390071,2.991489361702129,3664.2357748184018,8.206375072746201
E10000012,Essex,East of England,Safety Valve,41.6,17.6,8.8,3.9,16.3,14240,22.174953469821858,15.793671895772402,34.6450412124435,3.988300983780909,2.658867322520606,20.73916511566073,22.711914205964447,12.413691787865433,18.833553694726017,13.486117232260908,19.425046530178143,13.611699016219092,-6.993671895772401,33.036745546397235,18.888085794035554,5.186308212134568,2791.7132336018412,7.934410748579233
E06000059,Dorset,South West,Safety Valve,28.4,25.4,8.7,2.1,21.1,4333,58.42763549731983,0.0,23.823704586063133,0.0,17.748659916617036,0.0,,,,,-30.027635497319828,25.4,8.7,25.4,,,5991.20582226762,8.698047976737934
E06000051,Shropshire,West Midlands,Safety Valve,20.6,30.2,12.9,5.1,21.9,3016,0.0,0.0,100.0,0.0,0.0,0.0,18.061366806136682,13.877266387726639,14.435146443514643,15.481171548117153,20.6,30.2,12.9,50.8,2.538633193863319,16.32273361227336,5565.882612179487,8.62441085170524
E06000030,Swindon,South West,Safety Valve,28.4,20.7,11.9,3.3,19.0,2772,21.865715983363042,26.856803327391564,24.06417112299465,6.6547831253713605,0.0,20.558526440879383,24.575586095392076,15.76394502829426,13.985448666127729,8.326596604688763,6.534284016636956,14.04521687462864,-14.956803327391563,20.579500891265596,3.8244139046079226,4.9360549717057385,2754.8659152739992,7.921124050810597
E09000032,Wandsworth,London,No intervention,31.7,19.7,8.7,2.8,26.3,3175,26.991150442477874,0.0,49.22566371681416,0.0,23.783185840707965,0.0,31.693989071038253,12.5,7.786885245901639,6.762295081967213,4.708849557522125,19.7,8.7,24.408849557522124,0.006010928961746487,7.199999999999999,5893.735274431057,8.681645247872781
E09000020,Kensington and Chelsea,London,No intervention,47.3,10.9,4.6,3.9,17.7,819,0.0,0.0,100.0,0.0,0.0,0.0,31.185567010309278,8.24742268041237,10.309278350515463,7.216494845360824,47.3,10.9,4.6,58.199999999999996,16.11443298969072,2.65257731958763,8836.772264631043,9.08667696052067
E09000025,Newham,London,Delivering Better Value,42.3,9.4,4.4,2.8,20.4,1199,0.0,0.0,76.2532981530343,23.7467018469657,0.0,0.0,33.64269141531322,20.88167053364269,3.248259860788863,11.1368909512761,42.3,-14.346701846965699,4.4,42.3,8.657308584686774,-11.48167053364269,2726.7892791127542,7.910880107807421
E06000032,Luton,East of England,Delivering Better Value,41.0,10.6,5.8,11.3,19.4,2723,0.0,0.0,100.0,0.0,0.0,0.0,18.237704918032787,9.01639344262295,6.762295081967213,27.561475409836067,41.0,10.6,5.8,51.6,22.762295081967213,1.583606557377049,1759.207736943907,7.472618837220823
E10000024,Nottinghamshire,East Midlands,Delivering Better Value,48.8,17.2,7.2,1.0,8.0,5422,16.328999092833385,0.0,76.41366797701845,0.0,7.257332930148171,0.0,34.85054347826087,8.967391304347826,11.752717391304348,13.790760869565217,32.47100090716661,17.2,7.2,49.671000907166615,13.94945652173913,8.232608695652173,6529.200467836257,8.784039774932799
E08000021,Newcastle upon Tyne,North East,Delivering Better Value,37.3,20.6,5.8,7.2,19.2,3095,47.74774774774775,0.0,27.027027027027028,6.306306306306306,0.0,18.91891891891892,27.48478701825558,18.66125760649087,4.563894523326572,28.904665314401623,-10.447747747747755,14.293693693693696,5.8,14.293693693693696,9.815212981744416,1.9387423935091306,4157.2145178764895,8.33260054193286
E06000054,Wiltshire,South West,Safety Valve,29.2,23.3,10.2,4.5,22.9,6383,41.86046511627907,0.0,26.29695885509839,0.0,31.84257602862254,0.0,25.804749340369394,14.564643799472297,11.609498680738787,13.50923482849604,-12.660465116279074,23.3,10.2,23.3,3.395250659630605,8.735356200527704,3660.253973988439,8.205287815788033
E08000033,Calderdale,Yorkshire and The Humber,Delivering Better Value,36.1,18.2,4.8,2.1,25.5,2556,0.0,0.0,100.0,0.0,0.0,0.0,20.37037037037037,17.10239651416122,8.932461873638346,13.507625272331156,36.1,18.2,4.8,54.3,15.729629629629631,1.0976034858387784,1794.4006224988884,7.492426330117936
E06000035,Medway,South East,Safety Valve,35.1,16.3,12.3,4.3,20.5,3041,0.0,0.0,38.692810457516345,8.714596949891067,31.67755991285403,20.915032679738562,33.30849478390462,9.761549925484351,16.691505216095383,10.134128166915051,35.1,7.585403050108933,12.3,42.68540305010893,1.7915052160953806,6.53845007451565,9121.618897637796,9.118402578021115
E06000064,Westmorland and Furness,North West,No intervention,22.1,23.8,2.0,8.9,30.5,2377,0.0,0.0,100.0,0.0,0.0,0.0,,,,,22.1,23.8,2.0,45.900000000000006,,,0.0,0.0
E06000044,Portsmouth,South East,Delivering Better Value,24.9,26.7,9.0,3.1,25.2,2310,0.0,0.0,57.3490813648294,26.246719160104988,0.0,16.404199475065617,21.138211382113823,11.38211382113821,13.356562137049943,13.588850174216027,24.9,0.45328083989501167,9.0,25.35328083989501,3.7617886178861752,15.317886178861789,1831.7895,7.51304863688564
E06000012,North East Lincolnshire,Yorkshire and The Humber,Delivering Better Value,20.8,28.8,14.1,4.2,21.3,1983,67.48466257668711,0.0,32.515337423312886,0.0,0.0,0.0,29.559748427672954,8.176100628930817,6.708595387840671,28.721174004192875,-46.68466257668712,28.8,14.1,28.8,-8.759748427672953,20.623899371069186,7025.869772998805,8.857354297641017
E09000026,Redbridge,London,No intervention,31.1,10.6,5.6,2.7,36.3,3391,0.0,0.0,67.50599520383693,9.59232613908873,22.90167865707434,0.0,24.489795918367346,10.978184377199156,9.35960591133005,7.741027445460944,31.1,1.0076738609112699,5.6,32.10767386091127,6.610204081632656,-0.37818437719915643,1698.227904040404,7.437340576969781
E10000034,Worcestershire,West Midlands,Safety Valve,19.5,22.9,16.4,2.6,25.7,6970,0.0,0.0,100.0,0.0,0.0,0.0,19.28956834532374,12.23021582733813,15.827338129496402,13.93884892086331,19.5,22.9,16.4,42.4,0.21043165467625968,10.669784172661869,4617.160302775442,8.43753514202023
E10000031,Warwickshire,West Midlands,Safety Valve,38.0,24.4,7.9,3.0,17.1,6868,8.567454798331015,0.0,77.80250347705146,0.0,0.0,13.630041724617525,20.31954117165096,12.904547316673495,16.345759934453095,21.46661204424416,29.432545201668987,24.4,7.9,53.832545201668985,17.68045882834904,11.495452683326503,5223.609018830525,8.560943824899345
E10000018,Leicestershire,East Midlands,No intervention,27.7,19.4,13.3,8.8,19.1,7196,0.0,0.0,69.26293779404077,0.0,21.955044432828018,8.782017773131209,14.622453056332402,7.231322413104276,20.89492608869357,22.253296044746303,27.7,19.4,13.3,47.099999999999994,13.077546943667597,12.168677586895722,5059.599811823741,8.529042670581463
E06000003,Redcar and Cleveland,North East,Delivering Better Value,21.7,19.0,10.1,6.2,12.1,1492,0.0,0.0,100.0,0.0,0.0,0.0,25.806451612903224,19.35483870967742,12.903225806451612,13.440860215053762,21.7,19.0,10.1,40.7,-4.106451612903225,-0.35483870967741993,4874.629107981221,8.491799300123578
E10000002,Buckinghamshire,South East,No intervention,31.9,19.1,10.2,2.2,22.1,7217,0.0,8.145533532446375,26.22861797447733,0.0,58.620689655172406,7.005158837903883,22.85281876655316,9.875141884222474,18.12334468407113,3.4430571320469165,31.9,19.1,2.054466467553624,51.0,9.047181233446839,9.224858115777527,,
E06000023,"Bristol, City of",South West,No intervention,32.5,27.7,6.9,1.9,17.8,4931,14.928123848138592,0.0,45.85329893107261,15.259859933652784,12.900847769996314,11.057869517139697,25.682382133995034,21.153846153846153,8.436724565756824,9.367245657568239,17.57187615186141,12.440140066347215,6.9,30.012016218208625,6.817617866004966,6.546153846153846,4950.54860794158,8.507253679308745
E09000021,Kingston upon Thames,London,No intervention,45.3,10.8,6.8,1.6,20.6,1958,27.480916030534353,28.24427480916031,44.274809160305345,0.0,0.0,0.0,33.57142857142857,6.428571428571428,16.28571428571429,8.714285714285715,17.819083969465645,10.8,-21.44427480916031,28.619083969465645,11.728571428571428,4.371428571428573,7620.459595959596,8.938591961292243
E06000008,Blackburn with Darwen,North West,Delivering Better Value,27.3,14.1,11.9,4.2,27.3,1522,0.0,42.5287356321839,57.47126436781609,0.0,0.0,0.0,11.472868217054263,12.093023255813954,11.162790697674419,15.348837209302326,27.3,14.1,-30.628735632183904,41.4,15.827131782945738,2.006976744186046,4828.585476550681,8.48230884175638
E08000013,St. Helens,North West,No intervention,38.9,20.7,4.5,1.5,22.4,2179,16.453382084095065,0.0,71.66361974405851,11.882998171846435,0.0,0.0,40.0,14.205607476635516,8.97196261682243,18.317757009345794,22.446617915904934,8.817001828153565,4.5,31.2636197440585,-1.1000000000000014,6.494392523364484,6026.966144200627,8.703999036112137
E08000022,North Tyneside,North East,No intervention,28.4,24.9,9.5,2.9,22.4,2298,43.934911242603555,0.0,25.443786982248522,0.0,30.62130177514793,0.0,13.566936208445643,10.512129380053908,23.71967654986523,8.265947888589398,-15.534911242603556,24.9,9.5,24.9,14.833063791554356,14.38787061994609,2210.9044762344256,7.7011569760500596
E08000035,Leeds,Yorkshire and The Humber,Delivering Better Value,26.6,22.2,11.8,6.7,19.8,6093,3.3783783783783785,0.0,88.17567567567568,8.445945945945946,0.0,0.0,19.774542038515737,12.30624706434946,17.00328792860498,16.862376702677313,23.221621621621622,13.754054054054054,11.8,36.975675675675674,6.825457961484265,9.89375293565054,4241.455700798838,8.352661814963339
E09000008,Croydon,London,Delivering Better Value,27.0,25.3,8.4,2.8,23.9,5232,11.220196353436185,0.0,70.19635343618513,0.0,18.583450210378682,0.0,32.89473684210527,12.440191387559809,10.287081339712918,7.535885167464115,15.779803646563815,25.3,8.4,41.07980364656382,-5.894736842105267,12.859808612440192,3660.047629499561,8.205231439835208
E10000025,Oxfordshire,South East,Safety Valve,37.3,17.9,9.1,3.4,17.8,7307,32.42566510172144,7.323943661971831,38.466353677621285,2.503912363067293,0.0,19.280125195618155,27.542754275427544,16.56165616561656,9.405940594059405,15.751575157515752,4.874334898278555,15.396087636932705,1.7760563380281686,20.27042253521126,9.757245724572453,1.338343834383437,6309.265732087228,8.749774583009442
E09000002,Barking and Dagenham,London,No intervention,37.5,10.8,6.7,7.0,25.6,3063,68.9922480620155,0.0,0.0,0.0,15.503875968992247,15.503875968992247,22.015334063526833,6.900328587075576,10.295728368017524,29.244249726177436,-31.492248062015506,10.8,6.7,10.8,15.484665936473167,3.899671412924425,3960.1671028037385,8.284041501035942
E09000015,Harrow,London,No intervention,42.9,10.7,10.0,3.4,21.3,2689,24.976873265494913,18.501387604070306,56.52173913043478,0.0,0.0,0.0,28.72872872872873,5.305305305305305,13.213213213213212,13.813813813813812,17.923126734505086,10.7,-8.501387604070306,28.623126734505085,14.17127127127127,5.394694694694694,5412.09029535865,8.596390673438018
E10000020,Norfolk,East of England,Safety Valve,24.5,28.4,12.1,1.6,21.6,12147,4.562043795620438,0.0,88.95985401459853,6.478102189781023,0.0,0.0,22.54901960784314,14.873949579831933,12.661064425770308,10.420168067226891,19.93795620437956,21.921897810218976,12.1,41.85985401459854,1.9509803921568611,13.526050420168065,4982.503725782414,8.51368779986036
E06000007,Warrington,North West,No intervention,26.9,23.7,16.7,1.9,21.7,2309,66.5938864628821,0.0,0.0,16.375545851528383,0.0,17.03056768558952,22.61116367076632,17.407757805108798,19.110690633869442,6.717123935666983,-39.6938864628821,7.324454148471617,16.7,7.324454148471617,4.288836329233678,6.292242194891202,5256.006822612086,8.567126858225263
E06000027,Torbay,South West,No intervention,31.7,23.7,12.1,3.1,18.7,1643,12.42603550295858,48.12623274161736,0.0,39.447731755424066,0.0,0.0,11.512415349887133,21.896162528216703,17.720090293453726,15.124153498871332,19.27396449704142,-15.747731755424066,-36.026232741617356,19.27396449704142,20.187584650112868,1.8038374717832966,1946.2677524429969,7.573668844464604
E09000011,Greenwich,London,Delivering Better Value,44.2,15.8,4.1,1.7,22.6,3244,5.992509363295881,0.0,89.01373283395755,0.0,4.9937578027465666,0.0,38.368860055607044,8.526413345690456,4.911955514365153,10.56533827618165,38.20749063670412,15.8,4.1,54.00749063670412,5.831139944392959,7.273586654309545,5378.824324324324,8.590225102198046
E10000029,Suffolk,East of England,Safety Valve,28.7,23.3,13.5,3.4,15.4,8837,6.613392119041059,10.581427390465693,62.41388812344999,7.7156241388812346,7.93607054284927,4.739597685312758,17.98504525777253,9.130263675718222,22.6288862652499,12.357339630066903,22.08660788095894,15.584375861118765,2.9185726095343067,37.67098374207771,10.71495474222747,14.169736324281779,3420.6851145038167,8.13759613587241
E06000046,Isle of Wight,South East,Safety Valve,19.3,24.7,11.6,3.3,33.2,1799,0.0,0.0,80.81632653061224,0.0,19.183673469387756,0.0,23.7012987012987,10.876623376623376,11.525974025974026,15.909090909090908,19.3,24.7,11.6,44.0,-4.4012987012987,13.823376623376623,2758.6835138387487,7.922508857176773
E08000028,Sandwell,West Midlands,Delivering Better Value,25.5,18.4,15.2,3.1,24.6,4064,0.0,15.95354523227384,69.37652811735941,14.66992665036675,0.0,0.0,15.295926210607224,14.60415065334358,15.219062259800154,16.218293620292084,25.5,3.7300733496332494,-0.7535452322738401,29.23007334963325,10.204073789392776,3.795849346656418,3516.9393103448274,8.165346376238892
E08000015,Wirral,North West,Delivering Better Value,23.8,26.5,8.3,10.9,18.3,4858,64.39592430858806,0.0,11.994177583697233,16.011644832605533,7.598253275109171,0.0,24.950363997352746,13.964262078093977,13.765718067504965,22.56783587028458,-40.59592430858807,10.488355167394467,8.3,10.488355167394467,-1.1503639973527449,12.535737921906023,2994.0406595888862,8.004379145244371
E10000003,Cambridgeshire,East of England,Safety Valve,32.8,24.0,18.1,3.6,9.4,8007,10.693271936556664,16.065489895113842,60.45024302890765,12.790995139421845,0.0,0.0,26.69649515287099,14.280387770320658,14.131245339299031,12.826249067859807,22.106728063443335,11.209004860578155,2.0345101048861594,33.31573292402149,6.103504847129006,9.719612229679342,2683.1814703470895,7.894758485241241
E08000031,Wolverhampton,West Midlands,Delivering Better Value,21.8,20.8,15.2,11.0,22.7,3148,24.74793767186068,0.0,24.289642529789184,0.0,37.67186067827681,13.290559120073327,11.989574283231972,11.728931364031277,24.326672458731537,18.505647263249347,-2.9479376718606787,20.8,15.2,20.8,9.810425716768028,9.071068635968723,2949.9269406392696,7.989535683142193
E06000039,Slough,South East,Delivering Better Value,36.6,12.0,7.3,1.8,24.8,2192,0.0,0.0,88.65248226950354,11.347517730496454,0.0,0.0,33.894230769230774,11.778846153846153,12.980769230769232,9.85576923076923,36.6,0.6524822695035457,7.3,37.252482269503545,2.705769230769228,0.2211538461538467,2982.8894654903997,8.000647729014391
E09000007,Camden,London,No intervention,42.7,14.9,13.1,2.6,15.9,1607,0.0,0.0,50.08460236886633,5.922165820642978,43.9932318104907,0.0,29.25714285714286,11.085714285714285,12.114285714285716,7.542857142857143,42.7,8.977834179357021,13.1,51.67783417935702,13.442857142857143,3.814285714285715,4428.887075718016,8.39590360703415
E08000014,Sefton,North West,Delivering Better Value,36.4,22.4,10.4,3.6,18.0,3736,69.10755148741418,0.0,20.022883295194507,10.869565217391305,0.0,0.0,37.46253746253746,12.487512487512488,14.085914085914087,7.6923076923076925,-32.707551487414186,11.530434782608694,10.4,11.530434782608694,-1.0625374625374633,9.91248751248751,5141.920410783056,8.545181909445263
E06000017,Rutland,East Midlands,No intervention,36.2,21.3,14.1,2.9,12.2,376,,,,,,,17.599999999999998,8.0,20.8,10.4,,,,,18.600000000000005,13.3,4721.747058823529,8.459934149676101
E06000045,Southampton,South East,Delivering Better Value,30.3,23.2,11.5,2.0,22.4,2785,6.432748538011696,0.0,93.56725146198829,0.0,0.0,0.0,14.893617021276595,13.120567375886525,20.212765957446805,21.04018912529551,23.867251461988303,23.2,11.5,47.067251461988306,15.406382978723405,10.079432624113474,2416.868263473054,7.790227875069569
E08000036,Wakefield,Yorkshire and The Humber,Delivering Better Value,35.7,15.7,1.6,7.3,28.0,3857,82.59493670886076,0.0,0.0,0.0,17.405063291139243,0.0,30.815258040388933,10.99476439790576,3.066566940912491,19.596110695587136,-46.894936708860754,15.7,1.6,15.7,4.88474195961107,4.705235602094239,2830.306002928258,7.948140113035047
E08000008,Tameside,North West,Delivering Better Value,11.5,26.1,12.4,2.6,30.7,3473,42.246642246642246,28.449328449328448,12.21001221001221,0.0,0.0,17.094017094017094,29.00505902192243,13.659359190556492,21.247892074198987,9.443507588532883,-30.746642246642246,26.1,-16.04932844932845,26.1,-17.50505902192243,12.44064080944351,2568.7872270019852,7.85118917040308
E06000004,Stockton-on-Tees,North East,Delivering Better Value,24.4,17.5,20.8,4.8,21.6,2442,52.42290748898678,0.0,35.095447870778266,12.481644640234949,0.0,0.0,22.58064516129032,18.193548387096776,18.70967741935484,19.741935483870968,-28.02290748898678,5.018355359765051,20.8,5.018355359765051,1.8193548387096783,-0.6935483870967758,5790.922115384616,8.664046817883857
E06000016,Leicester,East Midlands,Delivering Better Value,27.7,19.8,11.2,1.6,19.7,4057,0.0,0.0,38.578856152513,17.677642980935875,34.523396880415945,9.220103986135182,15.669515669515668,15.81196581196581,19.8005698005698,16.23931623931624,27.7,2.1223570190641254,11.2,29.822357019064125,12.030484330484331,3.98803418803419,3476.8739539748954,8.153888879977425
E06000026,Plymouth,South West,Delivering Better Value,19.0,29.0,11.4,4.3,23.6,3081,0.0,0.0,26.859504132231404,27.27272727272727,16.115702479338843,29.75206611570248,24.791666666666668,18.541666666666668,10.833333333333334,12.708333333333332,19.0,1.7272727272727302,11.4,20.72727272727273,-5.791666666666668,10.458333333333332,3710.7892857142856,8.21899987844992
E09000031,Waltham Forest,London,No intervention,32.6,22.2,5.2,1.7,23.4,3663,0.0,0.0,92.08037825059102,7.919621749408984,0.0,0.0,33.79260333575054,8.556925308194344,7.4691805656272665,6.453952139231327,32.6,14.280378250591015,5.2,46.880378250591015,-1.1926033357505403,13.643074691805655,1823.8048558421851,7.50868017798214
E06000042,Milton Keynes,South East,Delivering Better Value,43.9,12.0,10.0,2.4,17.0,2982,17.974180734856006,16.881827209533267,31.57894736842105,11.916583912611719,21.648460774577956,0.0,29.342202512934218,13.082039911308204,25.277161862527713,5.838876570583888,25.925819265143993,0.08341608738828121,-6.881827209533267,26.009235352532272,14.55779748706578,-1.082039911308204,2935.3840317919075,7.984593569287637
