la_code,la_name,region,intervention_status,n_ehcp_active,imd_average_score,topup_independent,topup_total,ep_service,sen_admin,sen_transport,indep_placements_per1000,pct_special_independent,dist_state_ASD_km_lsoa_mean,dist_state_SEMH_km_lsoa_mean,dist_state_SLD_km_lsoa_mean,dist_state_MLD_km_lsoa_mean,dist_state_SLCN_km_lsoa_mean,dist_indep_ASD_km_lsoa_mean,dist_indep_SEMH_km_lsoa_mean,dist_state_ASD_km_lsoa_sd,dist_state_SEMH_km_lsoa_sd,dist_state_SLD_km_lsoa_sd,dist_state_MLD_km_lsoa_sd,dist_state_SLCN_km_lsoa_sd,dist_indep_ASD_km_lsoa_sd,dist_indep_SEMH_km_lsoa_sd,dist_state_ASD_km_lsoa_max,dist_state_SEMH_km_lsoa_max,dist_state_SLD_km_lsoa_max,dist_state_MLD_km_lsoa_max,dist_state_SLCN_km_lsoa_max,dist_indep_ASD_km_lsoa_max,dist_indep_SEMH_km_lsoa_max,pop_spread_km,pct_asd,pct_semh,pct_sld,pct_mld,pct_slcn,total_pupils,indep_per_ehcp,total_per_ehcp,indep_per_pupil,ehcp_rate_pct
E06000036,Bracknell Forest,South East,Safety Valve,1469.0,10.241,11590851.0,25628384.0,652103.0,2015493.0,2485588.0,1.1500473548910837,27.127659574468083,3.6583729791980892,12.525557396173943,11.00635689875118,8.971888042568022,5.600029852097749,23.733058374195878,4.8824178413658865,1.8847144212860942,1.4383659485536178,2.069361999354576,2.195875664447244,1.6192376932570027,1.566547141468041,2.4356938936022963,7.966753611669498,15.753107148505832,15.17152011669962,13.911779301024747,11.773405772894039,25.98177203378233,9.798004686123575,3.672038833856355,48.5,17.6,3.1,10.6,11.9,1721656.0,7890.300204220558,17446.142954390743,6.732384982830484,0.08532482679466746
E06000037,West Berkshire,South East,No intervention,1531.0,9.952,6398833.0,22205583.0,1840559.0,1615439.0,3433468.0,0.6873364470502501,19.52941176470588,10.155227517190323,14.724850133129104,14.931753765837508,14.137874792903364,27.583577621994415,8.937198810542242,13.093327391998356,7.101174801161671,7.577911587175963,8.429853783743384,7.40447525126157,8.166505882360433,3.638101189966529,4.812775418813264,20.878526701844194,24.983347381039383,30.353211681920364,25.22562996477332,39.95073852880749,17.254079209281574,21.977716906745886,10.744918518040384,42.0,17.2,0.8,12.1,9.7,2394984.0,4179.512083605487,14503.97322011757,2.6717644042715945,0.063925270481974
E06000041,Wokingham,South East,No intervention,1948.0,5.846,12204508.0,34316656.0,954359.0,1591935.0,4824387.0,0.9151921903599756,21.21212121212121,9.811985114942274,9.66521603218809,10.273525102294464,11.148545045995634,5.373496391236984,19.09561441053723,7.850921834074494,2.699364440088776,2.9493135101863435,2.5281448645922286,1.726940399697551,2.671058436335568,3.046574677022691,2.5843472191874093,15.978116949865285,15.299703288950079,14.915661080833205,14.42795870699233,10.582024000595093,25.31675380197538,13.88343913112205,4.55090822027285,41.0,20.6,4.7,7.9,15.0,2544784.0,6265.1478439425055,17616.35318275154,4.795891517708379,0.07654873655288622
E08000002,Bury,North West,Delivering Better Value,2686.0,23.682,15385499.0,37463816.0,721191.0,1388381.0,3864410.0,1.4602426745837098,23.38501291989664,6.775803538690917,5.069682867305418,4.984757414443559,11.298409069322867,4.217152888544068,8.86981027130049,3.5720658511285537,0.9604123453886405,1.6594962192908753,1.4322704226390306,1.6223740838425282,1.8328412127760991,3.4642808525131485,2.0362367825574537,8.794366420477738,8.51808508979455,8.45286685978459,14.794844348282329,8.881242866744655,14.87314278902334,7.4052139055506645,4.187562749826142,23.3,24.5,1.9,11.6,29.0,2499120.0,5728.033879374535,13947.80938198064,6.1563666410576525,0.10747783219693331
E06000022,Bath and North East Somerset,South West,No intervention,2230.0,11.745,10694076.0,32695044.0,846062.0,914227.0,5074345.0,0.7527994730403689,13.445378151260504,10.249425524865066,13.626957959950944,11.231999721997065,51.53035320076557,14.588672363756524,16.16056218743819,17.054711060546936,4.53826698588264,3.8848367911073325,3.233200009602045,5.743567902979059,3.6648524010206205,2.9072735823591294,3.6564413925279227,17.77438182629388,21.02789964603504,17.12861456650705,68.7743489726444,20.654765454083247,26.19067297148305,25.598966490742765,6.75582862362411,30.5,27.3,1.6,9.6,16.6,2537400.0,4795.549775784753,14661.45470852018,4.214580279025775,0.08788523685662489
E06000031,Peterborough,East of England,Safety Valve,2625.0,27.821,8086799.0,31638016.0,614828.0,831162.0,4308750.0,,,4.393250926185519,4.279355694417734,21.61092413345345,4.61463784878271,44.82010756750019,3.6436773594521394,22.782214986170732,2.735056080774638,2.7259580256931217,3.186853371810109,2.7941684050517646,3.2579756176326398,2.391272875176552,2.7931170509617886,15.07232289680035,14.96789498202778,26.644242828015294,14.86590102692101,49.93758701740859,13.127016835191922,26.346815549208852,4.469323765603438,12.9,13.0,0.5,21.9,35.3,3163128.0,3080.6853333333333,12052.577523809523,2.5565829141280405,0.08298747315948012
E08000037,Gateshead,North East,Delivering Better Value,1686.0,28.217,3574833.0,20069933.0,754755.0,602752.0,3938891.0,0.2798077556126144,4.192355117139334,3.0238247877060975,2.946101988564596,4.614681696167663,141.17279082753475,4.957506647764835,15.67683181211582,13.46877943140628,2.0425571311385693,2.1067115563621654,3.6376983744625693,2.0413052210949805,3.6581912599785356,4.764907534428611,3.13998609270592,8.28127078274423,10.588545804410368,14.564699271008354,144.93214901224977,14.488805155322977,26.07426389292186,23.36981025534657,5.280552638367333,35.5,21.3,3.5,14.3,15.8,976288.0,2120.3042704626337,11903.874851720047,3.661658240191419,0.17269494247599068
E09000013,Hammersmith and Fulham,London,No intervention,1700.0,22.27,7001415.0,26319238.0,814469.0,2428808.0,4511886.0,1.0525510008803154,22.044088176352705,2.5798405375877995,7.604004506110526,13.597548313827733,9.175978094052988,1.3135666116847307,2.2184667469194816,2.860653373969566,1.4116710340321008,0.6431414637650684,0.8368082254758102,1.5351794348252719,0.7498433444009076,0.9163782231208747,1.3545641034079348,4.814362961899976,9.046367678847322,15.579181185512606,11.793570078411541,3.193546611193762,3.7481961120915224,5.5223710140002025,1.952441364448242,44.4,13.7,1.8,6.7,23.7,2172664.0,4118.479411764706,15481.904705882353,3.2225024209910047,0.07824495642216191
E06000055,Bedford,East of England,No intervention,1899.0,18.932,4067372.0,20059302.0,523734.0,1479319.0,4115426.0,0.1651345846865195,5.194805194805195,4.5179198951239785,17.21464751885887,4.00160445574193,24.967256423048106,24.825617637094012,30.394029202080013,6.949662435669716,3.2218469039240154,2.338234341864799,3.363919674545624,3.3574696871410166,3.1695591754092045,2.504743277351347,2.841578892481901,16.3470227125612,21.354203615000884,17.844032015443222,36.563095397865446,37.65945291591449,34.986913516390885,17.0464590149084,4.929951464288181,24.9,17.4,3.7,17.3,26.7,2750528.0,2141.8493944181146,10563.086887835703,1.4787604416315703,0.06904128952695628
E09000014,Haringey,London,No intervention,2833.0,27.956,11831155.0,44305902.0,1917719.0,3837882.0,5380690.0,0.554756273013241,14.241001564945227,3.038471185144791,5.25405982187833,9.082502063470937,4.9465887024704305,4.813698162001788,2.4922275538685814,6.778938411839964,1.3354461607848682,0.9905790588771372,1.2692475802581675,1.096886599544155,0.9783716891399585,1.0658043064052265,1.6793426125603574,5.9307664086143115,7.532037359040131,12.133383692818095,6.951843148945609,7.222630554762482,4.870313504318881,10.175157007928084,2.182364082571414,46.5,13.0,1.0,11.1,18.0,3350952.0,4176.193081539004,15639.217084362866,3.5306847128815932,0.08454313878563466
E06000056,Central Bedfordshire,East of England,No intervention,3541.0,12.152,7130855.0,40101552.0,1621582.0,3226243.0,11676295.0,0.2462806594290309,5.280172413793103,13.524275866533252,11.142420337733089,17.699666722569688,14.174738393391994,12.315861133279533,20.896346489719928,7.11610726748557,4.42651323308689,4.857495717666928,4.517370622771887,10.1109046557075,7.306796967134065,8.549195006690146,4.1840207491681065,20.966441535743126,20.685667161402414,24.838766527216006,34.23856150768671,28.804271227713798,35.179955357708415,16.98843792424571,13.486777339850859,31.1,23.0,2.6,10.5,23.8,3726912.0,2013.7969500141203,11324.922903134708,1.9133413936256074,0.09501163429670462
E08000018,Rotherham,Yorkshire and The Humber,Delivering Better Value,3310.0,29.55,13021656.0,36568437.0,1376675.0,1843467.0,5956388.0,0.5825200035171019,8.767576509511994,16.676734562842178,9.329454213654314,5.113547909116134,16.231301644406475,7.459015104264685,10.962570554151887,14.522080437314582,2.8295612866929303,3.820853497410389,2.709144889368742,3.4465484048972668,3.2828337445417826,2.65868218955419,3.2282529203923533,22.21912078129646,15.05684480446637,12.335339715489123,25.015300295609638,15.380998908567607,17.275274574800775,20.14857481007558,6.307906535904798,35.4,23.1,1.3,12.7,17.2,3615864.0,3934.0350453172205,11047.866163141995,3.60125712692734,0.09154105353519933
E06000047,County Durham,North East,No intervention,4501.0,26.793,12555306.0,53311252.0,2222004.0,2045760.0,13777007.0,0.2597229621736814,4.273972602739726,6.01285718180553,11.1308094835504,17.875688215103086,121.02529369523272,19.009450329188912,14.126848263430638,13.643404397592874,3.9130426661296918,6.042048640431923,9.087284234429026,9.730887556626866,8.96750867255126,6.865064871733417,6.298859080301143,26.84004911596532,36.75737422618029,48.62570406671576,137.24205601765428,49.99823593272273,42.83284215339063,28.19353164911545,14.220113281598634,41.3,19.6,4.3,13.6,11.9,6038168.0,2789.4481226394137,11844.312819373472,2.0793237286541215,0.07454247712219997
E06000002,Middlesbrough,North East,Delivering Better Value,1872.0,40.46,7236992.0,30302601.0,318631.0,476359.0,5089244.0,0.7726184037703778,10.217113665389528,2.417851145527672,1.9866365378880795,3.876794579039971,101.24884437468212,37.3027593237449,20.92023576201237,33.60328711554646,0.9404460344193137,0.7895316550931253,1.529300728597552,1.8557888318798579,1.8711800434681105,1.6419405712663233,1.804164135166612,4.605616734074151,3.774436950417324,6.741502751142727,104.04155181852146,39.90794109286215,24.14391404514765,37.69218554220996,2.516025434261469,24.2,26.9,11.8,7.6,18.0,1999744.0,3865.91452991453,16187.28685897436,3.618959226781028,0.09361198233373873
E09000018,Hounslow,London,Delivering Better Value,3100.0,21.487,12512059.0,56253555.0,1336149.0,4485209.0,9038783.0,0.9309534211238012,15.3516295025729,2.2717973232759814,7.525482444474537,22.689771418091375,10.59145466730407,3.0237273902136095,3.9832728032465443,6.165489401156909,0.9672984567203587,1.7052501119914636,3.081293406940933,1.239657267824005,1.1583295178405302,1.8448976463673823,2.4503982376636597,4.327933774254979,10.935011809244276,27.01100908208019,13.66621600651612,5.697091601410086,8.137342295224874,11.355504639973196,4.0390936055599544,42.3,12.7,4.1,21.1,9.9,3750672.0,4036.148064516129,18146.308064516128,3.335951264200122,0.08265185545416928
E10000032,West Sussex,South East,Safety Valve,7684.0,14.5,54782221.0,107979697.0,3051322.0,2549302.0,25294789.0,0.9859973095267212,18.634886240520043,9.739167809814045,11.21840306351928,14.882443697821536,24.32991161643695,15.663075672591523,24.103540930369103,10.406829819775837,6.615636427491929,4.809623509346367,7.768261053702287,10.685167612647321,8.384578627724188,11.178405131966727,6.950300580281291,23.381867871376084,24.18380110539411,28.199486579986054,44.64239276418328,35.12285176141734,40.67926727675283,26.4471088376125,21.333443152877415,27.8,22.6,1.2,11.2,26.5,10174960.0,7129.388469547111,14052.537350338365,5.38402322957535,0.07551872439793375
E10000007,Derbyshire,East Midlands,Safety Valve,6354.0,22.1,29855521.0,90595842.0,3051315.0,3878589.0,14799798.0,0.7041183097584092,18.738845925044615,8.488094513748353,10.838522545603661,13.287938231135653,23.725477632565553,11.694899402172329,16.47790598788011,9.24114464411427,5.113683687130796,5.2105838039703976,5.910486845355106,9.704114478171725,5.4793915846868435,8.322349985794277,4.364406684989041,23.981582340922326,24.502657517160408,31.77234347073108,39.295257180588685,28.04601639682362,34.28081151624841,22.391980623097037,24.177898065664692,41.9,19.3,3.4,8.6,9.2,8996088.0,4698.697041233869,14258.080264400378,3.31872264922264,0.07063070081128597
E08000011,Knowsley,North West,Delivering Better Value,2275.0,43.006,12876370.0,29655402.0,753335.0,498331.0,5723302.0,1.5656658684840672,15.887850467289718,5.431988591030896,4.175388368748578,15.026105686334098,28.83906373539066,8.465403866342786,14.635626411061105,9.60703688172819,2.558064502048634,2.3169028148764705,4.3471136489026625,1.452090888801613,3.1555149540022467,4.337008418939852,1.7091155073195328,8.83805922728086,8.289985479347449,23.134005306139635,32.22198289910125,15.093222230820423,22.732663198501324,12.581462441811139,4.894780896445986,33.7,20.8,14.1,4.5,19.0,1674392.0,5659.942857142857,13035.341538461538,7.690176493915403,0.13587021438229518
E08000034,Kirklees,Yorkshire and The Humber,Delivering Better Value,4125.0,25.151,11689071.0,57131473.0,2146627.0,2134875.0,11370114.0,0.4073573882152608,10.662824207492797,4.666011108696925,11.08084353341066,29.60436721855766,7.91708465220911,7.165805741194553,22.545614512897668,9.934082111874623,2.269222389802693,3.0912625417534314,4.867746009419015,4.113271582980097,3.692260328996805,5.141310937633355,2.5638856675967436,11.545750584621363,17.509799243666286,39.62051775329306,17.01183082947232,17.18790269362295,32.50382786606226,17.08686980763249,7.23902855714111,18.3,23.8,5.0,7.9,25.0,5525520.0,2833.7141818181817,13850.05406060606,2.115469856230726,0.07465360726230291
E08000032,Bradford,Yorkshire and The Humber,Delivering Better Value,6474.0,34.666,21432859.0,83374536.0,3065374.0,3225785.0,14734637.0,0.4316230979321108,10.1432664756447,2.7856911164680755,17.487143992877417,42.41231583414213,19.23348213286888,5.617389001898411,31.91851020072817,5.7131560383984015,2.077680755893034,3.1722632236201407,3.674157491090995,5.687288086022031,2.6276218100540047,3.5617808847612906,4.023726467144939,9.832638309184038,27.2251443407802,53.11815171727416,34.242208030252385,12.67653262632408,39.254518329273246,17.6889325275005,6.619526028029444,25.7,23.3,7.9,2.3,29.7,8307200.0,3310.605344454742,12878.36515291937,2.58003406683359,0.07793239599383667
E06000043,Brighton and Hove,South East,No intervention,2489.0,20.761,9682539.0,22107536.0,1246975.0,1016554.0,4370487.0,0.6134349470280881,14.285714285714285,17.470250792130926,18.498560890368385,27.33923198872703,39.2178346411858,18.439323078200463,29.445451490535593,3.3982816737609842,1.942956076894872,2.5903706589456665,2.029032878920723,1.376133619189472,2.558674849820282,1.3907783171398338,1.7125537523043612,20.446413225024028,22.799982004555307,34.1878066382571,41.47832155656801,23.797099009583256,31.880989911018478,6.8885152002745285,3.219536253594995,39.8,20.4,4.3,6.6,15.4,2910480.0,3890.132181599036,8882.095620731217,3.326784241774553,0.0855185398971991
E06000038,Reading,South East,Delivering Better Value,1954.0,19.619,6219959.0,27249846.0,677109.0,1057183.0,3555382.0,0.6270903010033445,11.694915254237287,15.994483632331068,3.507884529090065,3.7942892943031943,5.328911959742566,11.370968363573787,15.23035447269495,13.843485187045264,1.956989893415748,1.496162239293203,1.791942006172232,1.988076473017106,1.9916463470287888,1.6439653358585622,1.9648497508278948,20.19879023075747,6.55848288890888,6.579049138814386,8.635594260966178,15.750317862153011,19.035708945114667,18.332925467487648,2.622148166480148,33.1,20.8,3.5,12.2,20.4,2110352.0,3183.1929375639716,13945.673490276356,2.9473561756522133,0.09259118857896692
E10000013,Gloucestershire,South West,Safety Valve,5876.0,16.2,23907983.0,77153882.0,2470466.0,6939824.0,14938117.0,0.5337623109694305,12.772218952324897,31.582232640308366,21.88095737660124,16.005569080698358,15.000858760147889,12.844076664814818,40.120261621381616,16.860471223701413,8.155459887287531,8.963752975300293,7.35333508672113,10.611262875848862,7.885475374825726,10.036428911944746,8.029812132678181,41.37562635236614,44.614998913965685,39.16298795842445,48.25337061509306,37.61868709487825,53.94071812770072,40.50593817460011,17.0359127178589,18.4,23.3,1.8,24.3,23.5,7813384.0,4068.751361470388,13130.340707964602,3.0598755929569057,0.07520429048412314
E06000057,Northumberland,North East,No intervention,3310.0,22.079,7370764.0,32606971.0,2071551.0,1199416.0,6093123.0,0.7102429140881361,8.89655172413793,11.388047367842189,23.05991857199348,28.242092957166008,163.8990151058781,18.226422775770246,40.89293753363617,24.10554157508082,10.208345834041483,18.236479702438398,20.190373130300642,20.84031679573648,18.07199494015051,20.784163135981558,20.20299880898141,45.17915752196744,82.90936588197665,94.02051699707397,221.13357210411192,72.60974987853255,106.4830548956118,88.81060709739049,26.41081705147453,27.7,26.6,2.3,8.9,23.0,1467368.0,2226.816918429003,9851.048640483385,5.023118944940873,0.22557395281892476
E06000020,Telford and Wrekin,West Midlands,No intervention,2124.0,24.988,6516209.0,25523160.0,357152.0,869198.0,2784453.0,0.394227908360607,6.9371727748691105,22.099105890264923,30.241716389372613,4.735689742473101,32.519554129929915,5.246766762716285,12.380557456878549,6.490484027815718,2.8894120160529084,2.914430239294928,2.8458817246729495,2.737050454849608,3.865973727210175,3.8674758376471297,2.2027467354196606,33.45984274210233,41.90854191769519,11.360851644064272,43.76668667589783,14.725872608033358,23.3683300812836,12.795223340120163,5.185310189448308,20.6,30.3,6.1,13.4,18.6,2518784.0,3067.895009416196,12016.553672316384,2.5870455743723957,0.0843264051224718
E09000006,Bromley,London,No intervention,4071.0,14.163,24888204.0,55803981.0,953066.0,2247307.0,9904220.0,0.9662292153359902,19.06779661016949,3.799761619195323,5.3977883112491565,11.852887815345387,4.4451346581525515,5.887214772720575,4.945398755569153,3.5348607920329433,1.338954173561104,2.2389709638016666,2.5660628172272317,1.7673965771731033,2.6750750186189363,1.7505999538925578,1.80063257166874,6.855405513852482,9.79741774908515,19.517053175934972,9.007182655225792,12.733520857437085,7.620684219565462,8.553136489246821,4.817670755931362,18.4,18.9,6.5,6.9,34.4,4567144.0,6113.535740604274,13707.683861459102,5.449402077096759,0.08913666834240391
E08000009,Trafford,North West,Delivering Better Value,2939.0,16.088,7343135.0,33315060.0,995336.0,1489068.0,6517686.0,0.3674454316112756,7.227615965480043,3.4408147255696018,4.0131503358873015,6.196625989092942,14.339354290765892,4.734146446310514,7.077850687019326,6.890836205163552,1.915720464573233,1.7034610561548291,2.1720974463014304,1.4426966020533334,2.530882204925725,2.309971409555685,2.5730853920694536,8.510584602962222,8.530668297655957,10.998447105951831,18.295888389855357,10.168775008331053,12.453973554965291,12.303360212984192,3.9065103617331873,22.6,26.3,3.6,10.1,24.1,3536808.0,2498.514800952705,11335.508676420552,2.076204023514989,0.08309752748806268
E06000013,North Lincolnshire,Yorkshire and The Humber,Delivering Better Value,1454.0,22.096,7913913.0,17022621.0,523534.0,1162678.0,2335605.0,0.8776943174395819,18.494623655913976,7.292312768777682,22.001697568986,17.85340508740716,37.981555800933684,45.58664593823913,11.07141333584829,28.5489826268945,5.741535483387127,6.643588048871119,5.228084714440751,8.594878387093294,7.920400587288699,5.840398485720464,7.161365907756961,22.454112939845192,32.55718740257636,31.27262248346128,61.58386644973809,68.07923740539539,26.353406897410075,43.01074315655523,9.919752055873555,25.8,28.5,1.8,10.7,24.1,1980872.0,5442.856258596974,11707.442228335625,3.995166270208272,0.07340201688953148
E06000001,Hartlepool,North East,Delivering Better Value,859.0,35.037,5666408.0,16169490.0,632081.0,227852.0,1647054.0,0.9927857568336752,16.62049861495845,2.2797572928689145,14.834214078188177,14.591459745467823,115.50089541435759,29.777341707595973,21.987398852476993,28.267874306367535,1.0688861639569307,2.071637708941612,2.0648712198155876,2.0062256992833274,1.8941406764394388,1.2749585345600587,1.2874033002926104,4.417908982041256,18.613948330248967,18.628556425509235,118.79108834818213,33.48603152265928,25.243508826197882,31.03398190042243,2.4073428042444105,32.3,20.8,3.2,14.8,14.6,1219808.0,6596.5168800931315,18823.62048894063,4.6453277892914295,0.07042091870195966
E09000027,Richmond upon Thames,London,No intervention,1842.0,9.425,16583821.0,35392026.0,634083.0,1894173.0,4129856.0,0.8123476848090982,26.556016597510375,2.662984556878089,10.137049284511166,21.56860530217928,10.02773336029169,2.6861945910983827,4.920476122039534,7.441085738525799,1.265392141445749,1.0758580452895652,3.1953835342922092,1.4893130188090418,1.2959759231983439,2.3953960813522257,2.042261577531683,5.330182222716674,12.661897947634307,25.927133762700965,12.0648299222288,4.987164156850301,9.489110970061159,11.404547433487625,3.559795700488212,38.2,12.8,1.3,9.7,22.4,3075432.0,9003.160152008686,19213.912052117263,5.392354960213719,0.05989402464434265
E08000007,Stockport,North West,Delivering Better Value,3115.0,20.826,16346372.0,38678168.0,516707.0,1081286.0,4377648.0,0.7916831600658346,14.601344860710856,2.7080369956205725,4.37797691398394,5.766024115044243,4.176088822180184,7.710833752167771,16.26203892932703,2.890179916311514,1.3451941953929383,1.8824091011273456,2.2659836057120724,1.8679816128860476,2.5936747795207538,1.7691557637140574,1.2560869746671548,5.975718527090316,8.177497148030643,11.86912555375547,8.312473659312268,14.611760270025249,19.91467445317509,5.165154918692191,3.9598741958856674,25.8,22.4,3.3,10.2,19.1,3762848.0,5247.631460674157,12416.74735152488,4.344148899982141,0.0827830409306993
E08000023,South Tyneside,North East,Delivering Better Value,1707.0,31.509,6479312.0,16747570.0,634199.0,911912.0,5071103.0,0.6181408059688543,7.818930041152264,4.926199120394029,2.7729149266092485,6.543058641277036,144.9370035025557,7.3378868872438865,9.696307072366494,8.931689816009143,1.0698174024531137,1.4344166819195796,2.226723011114478,1.5641943044104714,1.209126722759877,1.5535807781564397,1.6205534563167265,7.513741192361926,5.536017271802879,10.184686787711764,148.52868475121707,11.339391502122771,12.70315686586073,13.675593342769876,2.953231684233011,45.4,19.8,3.0,12.6,9.3,1804096.0,3795.7305213825425,9811.113063854717,3.591445244598957,0.09461802476143176
E08000010,Wigan,North West,Delivering Better Value,2966.0,25.713,13340520.0,37888576.0,981891.0,1482077.0,7552101.0,0.7878688658781157,13.414634146341465,6.633277172594221,4.472260160117575,13.815646682138105,10.348672220157091,5.319229142816585,11.550264327451364,4.891865424558753,2.71216314135723,2.004503233991917,3.391372996291804,3.106696438119915,2.0882853656709472,2.197503061691806,2.3716094995037253,11.496301189720404,8.442066380862405,21.64218103781267,16.502524331494886,9.839917262595302,16.20831586052728,9.813966372879563,5.889936554383659,29.4,25.3,7.4,10.7,18.9,3827480.0,4497.815239379636,12774.300741739717,3.4854577946847534,0.07749224032522704
E09000004,Bexley,London,Delivering Better Value,3075.0,16.273,6786026.0,38710178.0,1463033.0,1473740.0,7945059.0,0.6857299595419324,12.644889357218126,1.7233231544978818,2.314512990608254,3.6906723688072334,4.378717407029513,5.839098272255566,7.7177531775465384,5.86110737563418,0.7693317713434713,1.1529034011821253,1.5656781125852057,2.0518861929420877,1.4916450173440854,1.6904593651227453,1.5777496490325849,3.823549171810122,4.952679742484275,6.802747563822262,9.118946566550374,9.581266578994585,10.859575554580308,9.210197700287766,3.029643640523335,36.1,13.9,4.9,5.3,28.6,3555760.0,2206.837723577236,12588.675772357723,1.9084600760456274,0.08647940243436003
E08000026,Coventry,West Midlands,Delivering Better Value,3062.0,25.613,7853657.0,39709925.0,783970.0,1746828.0,5501748.0,0.3842293457123141,6.965174129353234,4.544376386853629,6.422327360947907,15.799699656399612,18.88339539427393,17.438950188900712,11.673949429844317,12.380797680597865,1.8665818686876443,2.0581168817334605,1.500469792991993,2.4018539449030203,2.382628424315764,2.1735203180742393,1.9781541874750963,8.360720976433083,10.547606739658388,18.55273271822174,23.748919014241157,22.688090844653505,16.467654139472216,16.563821043758775,3.3927043206525522,35.0,16.5,3.7,15.6,20.1,4831880.0,2564.878184193338,12968.623448726323,1.6253832876644287,0.06337077907563929
E10000023,North Yorkshire,Yorkshire and The Humber,Safety Valve,4927.0,14.2,18865846.0,57520923.0,1079583.0,5273052.0,20581344.0,,9.34278350515464,15.79256503256152,19.767070490504747,42.34309852785995,60.02112439323138,27.329228465633935,41.23941390225543,34.518280473311904,8.592923295621341,8.645113051708107,13.829230929437378,26.17444154801789,11.783573869704577,16.036421549792514,13.645971038809089,39.18034121806417,44.90907897806607,72.16179254632948,112.3391817540958,53.43415343547394,71.6326840200418,72.28545235851247,40.03898185971973,38.4,20.8,3.9,12.7,12.9,5707024.0,3829.0736756647048,11674.634260198904,3.305723964013468,0.08633221097370539
E09000012,Hackney,London,No intervention,3525.0,32.526,18673713.0,54209720.0,1845939.0,917493.0,5198692.0,,,1.7959318580795458,3.9920884622196007,4.278148012650357,2.6897214339939075,2.528545969797314,2.220599534098311,6.3793392997153004,0.7126078652139601,0.6827588257132434,1.2962607732821672,0.8532367298721388,0.8815362547300164,1.0759544371233913,0.9678030821846504,3.6325873211632205,5.363803964583171,7.015548283759169,4.872693633738557,4.378101369637877,4.838846297545257,8.378659894151543,1.8591976384957076,35.8,18.7,2.4,9.0,24.4,3529232.0,5297.507234042553,15378.643971631205,5.291154846153497,0.09988008722577604
E09000033,Westminster,London,No intervention,1413.0,20.339,7448909.0,29266991.0,795049.0,616623.0,3507798.0,0.4642679489305256,14.698162729658792,2.1363158751759994,3.5420579905961116,9.755084061288752,6.300493468679458,2.9100634326124544,4.887813718612891,3.525421645880085,1.370246343584634,0.7688340920097128,1.407831057926418,0.8579184714841177,1.3766444090252674,0.9326000842440945,1.487518798423805,4.513817175251542,5.192644384808318,12.7550886644471,7.775784057172665,5.718087893903968,6.986823431703133,6.224811012982226,2.28920100286137,44.2,7.8,2.2,3.6,24.2,2515800.0,5271.697806086341,20712.661712668083,2.960851021543843,0.05616503696637252
E06000014,York,Yorkshire and The Humber,No intervention,1348.0,11.727,5242556.0,16772916.0,717498.0,975040.0,2467145.0,0.054011234336742,2.083333333333333,35.36502564686643,36.508401556735194,32.353971926703196,47.75585072433574,31.201461268444806,48.43018703732772,32.82818114617922,2.152782015948254,2.59224255577923,2.7685961966998263,3.083882579595003,2.108645380972085,3.1164512301285856,3.145829792319101,42.03690579044647,41.01097505362045,38.802569895192775,56.90889067797859,34.974145696958445,56.69505932207327,42.00602258519511,4.00351019131255,41.1,20.8,2.0,8.9,16.1,2238584.0,3889.1364985163204,12442.816023738873,2.3419072056264136,0.06021663694549769
E09000005,Brent,London,No intervention,3500.0,25.558,13916459.0,68519414.0,717929.0,1031411.0,12380572.0,0.790263948158685,13.593882752761258,1.937464272484522,6.953627455580994,16.493952691135362,3.178164458121457,4.021258118193044,5.518442010897685,3.044475557058049,0.6477168304618238,1.4975349531892923,2.5184437130756394,1.2095658155466833,2.2690560067702705,1.801081414531535,1.0726210927005144,3.3208760485064164,9.519430093376146,21.15526088128319,6.12408088540989,7.945606750547378,9.798260915517758,5.04843713883197,2.9849028853984096,36.0,10.7,4.8,16.2,21.4,4071856.0,3976.131142857143,19576.97542857143,3.4177188486036836,0.08595588842041565
E08000005,Rochdale,North West,Delivering Better Value,2829.0,34.415,9855945.0,35026845.0,843168.0,1704277.0,4827229.0,0.8652082956687931,14.872364039955604,5.425283881222425,5.295764247711103,8.938176918650198,5.017003929161598,8.06342466940858,9.804853056190657,3.8168099021862973,2.813745764856478,3.0312764189623866,3.8017390768164034,3.1517297667644435,3.1910209468721864,1.9229942819317634,2.221919734308637,12.912753388755391,13.350583078188544,17.37883202088124,11.296084662038588,14.919026746253486,13.05398903957796,8.139124494630371,4.359583185182679,33.5,19.5,4.4,5.0,16.7,2984784.0,3483.897136797455,12381.352067868505,3.3020630638598973,0.09478072785166364
E06000033,Southend-on-Sea,East of England,Safety Valve,1737.0,22.375,2805336.0,18347018.0,537814.0,1658549.0,3427483.0,0.1146473447674951,2.329192546583851,1.9235181648414137,3.2085259993815707,11.244922502223572,8.284650998010429,19.98749600786605,29.741537707874727,3.425845051529027,0.8904853410745408,1.5971665315452153,3.2052918622911384,3.184187131719108,1.1035526725335663,2.360248538776772,2.3688173224796985,4.222426558988445,6.390553475837122,17.917208342452728,14.931267530871457,22.212309654395252,34.40428432650031,9.157329045920257,3.3322390481421635,31.4,18.1,1.8,14.0,25.9,2516584.0,1615.0466321243523,10562.474381116868,1.1147396629717108,0.06902213476681088
